rec_rva,sec,verbosity,line,file,fmt_rva,fmt,dyn_rva
0x0775B678,.rdata,Log,362,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775B698,Activated input method: %s.,0x09E3BD9B
0x0775B6D0,.rdata,Verbose,367,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775B6F0,Initializing IMM...,0x09E3BD9C
0x0775B718,.rdata,Log,375,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775B740,Initialization failed while creating the IMM context.,0x09E3BD9D
0x0775B7B0,.rdata,Verbose,380,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775B7D0,Initialized IMM!,0x09E3BD9E
0x0775B7F8,.rdata,Verbose,475,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775B820,WM_IME_COMPOSITION Composition Canceled,0x09E3BD9F
0x0775B870,.rdata,Verbose,493,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775B890,Initializing TSF...,0x09E3BDA0
0x0775B8B8,.rdata,Error,506,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775B8E0,Initialization failed while creating the TSF input processor profiles. %s (0x%08x),0x09E3BDA1
0x0775B988,.rdata,Error,517,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775B9B0,Initialization failed while acquiring the TSF input processor profile manager. %s (0x%08x),0x09E3BDA2
0x0775BA68,.rdata,Warning,534,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775BA90,Initialization failed while creating the TSF thread manager. %s (0x%08x),0x09E3BDA3
0x0775BB28,.rdata,Error,548,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775BB50,Initialization failed while activating the TSF thread manager. %s (0x%08x),0x09E3BDA4
0x0775BBE8,.rdata,Error,562,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775BC10,Initialization failed while acquiring the TSF source from TSF thread manager. %s (0x%08x),0x09E3BDA5
0x0775BCC8,.rdata,Error,591,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775BCF0,Initialization failed while advising the profile notification sink to the TSF source. %s (0x%08x),0x09E3BDA6
0x0775BDB8,.rdata,Warning,606,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775BDE0,Initialization failed while creating the TSF document manager. %s (0x%08x),0x09E3BDA7
0x0775BE78,.rdata,Error,620,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775BEA0,Initialization failed while activating the TSF document manager. %s (0x%08x),0x09E3BDA8
0x0775BF40,.rdata,Verbose,628,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775BF60,Initialized TSF!,0x09E3BDA9
0x0775BF88,.rdata,Error,646,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775BFB0,Terminating failed while acquiring the TSF source from the TSF thread manager. %s (0x%08x),0x09E3BDAA
0x0775C068,.rdata,Error,659,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775C090,Terminating failed while unadvising the language notification sink from the TSF source. %s (0x%08x),0x09E3BDAB
0x0775C158,.rdata,Error,671,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775C180,Terminating failed while unadvising the profile notification sink from the TSF source. %s (0x%08x),0x09E3BDAC
0x0775C248,.rdata,Error,682,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775C270,Terminating failed while deactivating the TSF thread manager. %s (0x%08x),0x09E3BDAD
0x0775C308,.rdata,Error,728,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775C330,"Getting the active TSF document manager failed, so will fallback to using the disabled document manager. %s (0x%08x)",0x09E3BDAE
0x0775C420,.rdata,Verbose,752,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775C440,Registering context %p...,0x09E3BDAF
0x0775C478,.rdata,Error,767,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775C4A0,Registering a context failed while creating the TSF document manager. %s (0x%08x),0x09E3BDB0
0x0775C548,.rdata,Error,777,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775C570,Registering a context failed while creating the TSF context. %s (0x%08x),0x09E3BDB1
0x0775C608,.rdata,Error,787,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775C630,Registering a context failed while pushing a TSF context onto the TSF document manager. %s (0x%08x),0x09E3BDB2
0x0775C6F8,.rdata,Error,797,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775C720,Registering a context failed while getting the TSF context owner composition services. %s (0x%08x),0x09E3BDB3
0x0775C7E8,.rdata,Error,802,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775C810,Failed to pop a TSF context off from TSF document manager while recovering from failing. %s (0x%08x),0x09E3BDB4
0x0775C8E0,.rdata,Verbose,808,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775C900,Registered context %p!,0x09E3BDB5
0x0775C930,.rdata,Verbose,816,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775C950,Unregistering context %p...,0x09E3BDB6
0x0775C988,.rdata,Error,833,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775C9B0,Unregistering a context failed while popping a TSF context off from the TSF document manager. %s (0x%08x),0x09E3BDB7
0x0775CA88,.rdata,Verbose,837,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775CAA8,Unregistered context %p!,0x09E3BDB8
0x0775CAE0,.rdata,Verbose,843,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775CB00,Activating context %p...,0x09E3BDB9
0x0775CB38,.rdata,Error,870,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775CB60,Activating a context failed while setting focus on a TSF document manager. %s (0x%08x),0x09E3BDBA
0x0775CC10,.rdata,Verbose,873,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775CC30,Activated context %p!,0x09E3BDBB
0x0775CC60,.rdata,Verbose,884,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775CC80,Deactivating context %p...,0x09E3BDBC
0x0775CCB8,.rdata,Verbose,912,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775CCD8,Deactivated context %p!,0x09E3BDBD
0x0775CD08,.rdata,Verbose,991,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775CD28,Setting IMM context.,0x09E3BDBE
0x0775CD58,.rdata,Verbose,1013,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775CD78,Beginning IMM composition.,0x09E3BDBF
0x0775CDB0,.rdata,Verbose,1058,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775CDD0,WM_IME_COMPOSITION Result String: %s,0x09E3BDC0
0x0775CE20,.rdata,Verbose,1081,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775CE40,WM_IME_COMPOSITION Composition String: %s,0x09E3BDC1
0x0775CE98,.rdata,Verbose,1126,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775CEC0,WM_IME_COMPOSITION Cursor Position: %d,0x09E3BDC2
0x0775CF10,.rdata,Verbose,1132,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775CF30,Updating IMM composition.,0x09E3BDC3
0x0775CF68,.rdata,Verbose,1145,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775CF88,Ending IMM composition.,0x09E3BDC4
0x0775CFB8,.rdata,Verbose,1154,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775CFD8,Ignoring WM_IME_CHAR message.,0x09E3BDC5
0x0775D018,.rdata,Warning,1160,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsTextInputMethodSystem.cpp,0x0775D040,Unexpected windows message received for processing.,0x09E3BDC6
0x0775D0A8,.rdata,Warning,227,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ApplicationCore\Private\Windows\WindowsWindow.cpp,0x0775D0C8,Register touch input failed!,0x09E3BDC7
0x07761E58,.rdata,Log,236,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Application\SlateApplicationBase.cpp,0x07761E80,InvalidateAllWidgets triggered.  All widgets were invalidated,0x09E3C22C
0x07765F88,.rdata,Warning,213,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Fonts\FontCache.cpp,0x07765FB0,"No Glyph! Index %i. Valid %i, %i, Valid Glyph %i, Visible %i, Num %i, Grapheme %i, Dir %u",0x09E3C70C
0x077660D0,.rdata,Warning,230,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Fonts\FontCache.cpp,0x077660F0,"Font missing Gylph. Valid %i, Loading %i",0x09E3C70D
0x07766190,.rdata,Warning,996,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Fonts\FontCache.cpp,0x077661B0,"SlateFontCache - Glyph texture is too large to store in the font atlas, so we're falling back to a non-atlased texture for this glyph. This may have SERIOUS performance implications. Atlas page size: { %d, %d }. Glyph render size: { %d, %d }",0x09E3C714
0x07766398,.rdata,Warning,1003,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Fonts\FontCache.cpp,0x077663C0,SlateFontCache - Glyph texture has more than 256 textures.,0x09E3C715
0x07766438,.rdata,Warning,1023,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Fonts\FontCache.cpp,0x07766460,"SlateFontCache - Glyph texture is too large to store in the font atlas, but we cannot support rendering such a large texture. Atlas page size: { %d, %d }. Glyph render size: { %d, %d }",0x09E3C716
0x077665D8,.rdata,Warning,1084,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Fonts\FontCache.cpp,0x07766600,SlateFontCache - Atlas has more than 256 textures.,0x09E3C717
0x07766668,.rdata,Warning,1419,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Fonts\FontCache.cpp,0x07766600,SlateFontCache - Atlas has more than 256 textures.,0x09E3C718
0x07766688,.rdata,Warning,1437,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Fonts\FontCache.cpp,0x077666B0,SlateFontCache - Requested SDF cannot fit font atlas.,0x09E3C719
0x07766720,.rdata,Warning,1527,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Fonts\FontCache.cpp,0x07766740,FontCache flush requested. Reason: %s,0x09E3C71A
0x07766790,.rdata,Log,1817,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Fonts\FontCache.cpp,0x077667B0,Slate font cache was flushed,0x09E3C71B
0x07766840,.rdata,Warning,39,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Fonts\FontCacheCompositeFont.cpp,0x07766860,FAsyncLoadFontFaceData failed to load or process '%s' with face index %d,0x09E3C71C
0x077669A8,.rdata,Log,475,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Fonts\FontCacheCompositeFont.cpp,0x07688EE4,%s,0x09E3C77C
0x077669C8,.rdata,Warning,485,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Fonts\FontCacheCompositeFont.cpp,0x077669F0,GetFontFace failed to load or process '%s' with face index %d,0x09E3C77D
0x07766AF8,.rdata,Log,384,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Fonts\FontCacheFreeType.cpp,0x07766B18,Using FreeType %d.%d.%d,0x09E3C785
0x07766FF8,.rdata,Log,278,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Fonts\LegacySlateFontInfoCache.cpp,0x07767020,Last resort fallback font was requested. %s,0x09E3C786
0x07767120,.rdata,Warning,68,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Fonts\SlateFontInfo.cpp,0x07767140,FSlateFontInfo was constructed with a null FCompositeFont. Slate will be forced to use the fallback font path which may be slower.,0x09E3C787
0x077672B0,.rdata,Verbose,91,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Fonts\SlateFontInfo.cpp,0x077672D0,'%s' does not provide a composite font that can be used with Slate. Slate will be forced to use the fallback font path which may be slower.,0x09E3C788
0x077673E8,.rdata,Warning,96,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Fonts\SlateFontInfo.cpp,0x07767410,FSlateFontInfo was constructed with a null UFont. Slate will be forced to use the fallback font path which may be slower.,0x09E3C789
0x0776C040,.rdata,Error,352,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Layout\Clipping.cpp,0x0776C060,Attempting to pop clipping state below 0.,0x09E3F26C
0x077760E0,.rdata,Verbose,457,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Rendering\DrawElements.cpp,0x07776100,Resetting cached element data.  Num: %d,0x09E3F8D0
0x077761B0,.rdata,Warning,46,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Rendering\DrawElementTypes.cpp,0x077761D0,"Attempted to access resource for %s which is pending kill, unreachable or pending destroy",0x09E3F8D1
0x07776370,.rdata,Log,20,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Rendering\SlateRenderer.cpp,0x07776390,"SlateFontServices - WITH_FREETYPE: %d, WITH_HARFBUZZ: %d",0x09E3F8D2
0x07776478,.rdata,Warning,58,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Rendering\SlateSVGRasterizer.cpp,0x077764A0,Unable to rasterize '%s'. File could not be found,0x09E3F8D3
0x07776590,.rdata,Verbose,165,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Rendering\SlateVectorGraphicsCache.cpp,0x077765B0,SVG raster took: %fms,0x09E3F8D4
0x07776650,.rdata,Warning,190,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Rendering\SlateVectorGraphicsCache.cpp,0x07776670,Vector cache flush requested. Reason: %s,0x09E3F8D5
0x077766C8,.rdata,Warning,25,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Sound\SlateSound.cpp,0x077766F0,Can't find/load sound %s because Slate is being updated in another thread! (loading screen?),0x09E3F8D6
0x07776A80,.rdata,Warning,150,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Styling\CoreStyle.cpp,0x07776AA0,"FCoreStyle assets not detected, skipping FCoreStyle initialization",0x09E3F8D7
0x07776D28,.rdata,Warning,146,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Styling\SlateBrush.cpp,0x07776D50,FSlateBrush::GetRenderingResource should be called with a size and scale for vector brushes,0x09E3F8D8
0x07777340,.rdata,Error,541,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Styling\SlateStyleSet.cpp,0x07688EE4,%s,0x09E3F8D9
0x077773C0,.rdata,Warning,545,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Styling\SlateStyleSet.cpp,0x07688EE4,%s,0x09E3F8DA
0x077773E0,.rdata,Warning,549,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Styling\SlateStyleSet.cpp,0x07688EE4,%s,0x09E3F8DB
0x07777400,.rdata,Log,553,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Styling\SlateStyleSet.cpp,0x07688EE4,%s,0x09E3F8DC
0x07777420,.rdata,Fatal,557,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Styling\SlateStyleSet.cpp,0x07688EE4,%s,0x09E3F8DD
0x07777660,.rdata,Warning,165,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Styling\StarshipCoreStyle.cpp,0x07777680,"FStarshipCoreStyle assets not detected, skipping FStarshipCoreStyle initialization",0x09E465E4
0x0777EA48,.rdata,Warning,196,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Styling\UMGCoreStyle.cpp,0x0777EA70,"FUMGCoreStyle assets not detected, skipping FUMGCoreStyle initialization",0x09E50164
0x077808B0,.rdata,Warning,425,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Textures\TextureAtlas.cpp,0x077808D0,Setting the threshold to trigger a flush to %d non-atlased textures as there is a lot of font data being cached.,0x09E62684
0x07780D88,.rdata,Warning,195,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Widgets\Accessibility\SlateCoreAccessibleWidgets.cpp,0x07780DB0,Accessible widget %s cannot currently be focused. Focus not changed.,0x09E626B8
0x077825F8,.rdata,Log,1399,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Widgets\SWindow.cpp,0x07782618,Window '%s' being destroyed,0x09E62760
0x077826A0,.rdata,Log,1807,C:\TheoryCraft\build-staging\Engine\Source\Runtime\SlateCore\Private\Widgets\SWindow.cpp,0x077826C0,Toggling fast path.  New State: %d,0x09E62761
0x077853D0,.rdata,Warning,380,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x077853F0,Unsupported format %d (%s),0x09E62A1C
0x07785488,.rdata,Warning,390,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x077854B0,1D textures must have height and depth of 1.,0x09E62A1D
0x07785510,.rdata,Warning,398,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x07785530,2D textures must have depth of 1.,0x09E62A1E
0x07785578,.rdata,Warning,406,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x077855A0,3D textures must have array size of 1.,0x09E62A1F
0x077855F0,.rdata,Warning,412,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x07785610,"DDS textures must be 1D, 2D or 3D.",0x09E62A20
0x07785658,.rdata,Warning,419,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x07785680,One or more image dimensions are zero.,0x09E62A21
0x077856D0,.rdata,Warning,428,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x077856F0,Image dimensions %ux%ux%u of DDS exceed maximum of %u.,0x09E62A22
0x07785760,.rdata,Warning,435,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x07785780,Invalid mipmap count of %u.,0x09E62A23
0x077857B8,.rdata,Warning,443,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x077857E0,ArraySize %ux of DDS exceed maximum of %u.,0x09E62A24
0x07785838,.rdata,Warning,453,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x07785860,Image dimensions %ux%ux%ux%u of DDS exceed maximum pixel count.,0x09E62A25
0x077858E0,.rdata,Warning,465,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x07785900,Invalid mipmap count of %u for %ux%ux%u image.,0x09E62A26
0x07785960,.rdata,Warning,474,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x07785980,Cubemap must be dimension 2!,0x09E62A27
0x077859C0,.rdata,Warning,480,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x077859E0,Cubemap has non-square faces or non-1 depth!,0x09E62A28
0x07785A40,.rdata,Warning,486,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x07785A60,Cubemap or cubemap array doesn't have a multiple of 6 faces.,0x09E62A29
0x07785AE0,.rdata,Warning,674,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x07785B00,"D3D10 resource dimension in DDS is neither 1D, 2D, nor 3D.",0x09E62A2A
0x07785B78,.rdata,Warning,728,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x07785B98,Error reading texture data.,0x09E62A2B
0x07785BD0,.rdata,Display,795,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x07785BF0,Failed to read DX10 DDS header,0x09E62A2C
0x07785C30,.rdata,Warning,949,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x07785C50,Unsupported pixel format %s for D3D9 DDS.,0x09E62A2D
0x07785CA8,.rdata,Warning,955,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x07785CD0,D3D9 .DDS does not support arrays.,0x09E62A2E
0x07785D18,.rdata,Warning,1227,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x07785D40,DDS BlitMip DXGIFormat isn't exact match fmt %d=(%s) to (%s),0x09E62A2F
0x07785DC0,.rdata,Warning,1240,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x07785DE0,DDS BlitMip DXGIFormat incompatible but same size! may be junk!  fmt %d=(%s) to (%s),0x09E62A30
0x07785E90,.rdata,Warning,1251,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\DDSFile.cpp,0x07785EB0,DDS BlitMip DXGIFormat cannot blit!  %d (%s) to (%s),0x09E62A31
0x07785F98,.rdata,Warning,361,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\ImageCore.cpp,0x07785FC0,CopyImage: SrcImage has invalid gamma settings %s %s,0x09E62A32
0x07786030,.rdata,Warning,373,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\ImageCore.cpp,0x07786050,CopyImage: DestImage has invalid gamma settings %s %s,0x09E62A33
0x077860C0,.rdata,Verbose,402,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\ImageCore.cpp,0x077860E0,CopyImage: %s %s -> %s %s %dx%d,0x09E62A34
0x07786120,.rdata,Warning,425,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageCore\Private\ImageCore.cpp,0x07786140,Pow22 should not be used as a Dest GammaSpace.  Pow22 Source should encode to sRGB Dest.,0x09E62A35
0x077865A8,.rdata,Warning,298,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\ImageWrapperModule.cpp,0x077865D0,"GetImageFormatFromExtension not found : %s
",0x09E62A36
0x07786A68,.rdata,Error,99,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07786A88,BitmapHeaderVersion invalid,0x09E62A4C
0x07786B28,.rdata,Error,111,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07786B50,RLE compression of BMP images not supported,0x09E62A4D
0x07786BA8,.rdata,Error,117,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07786BD0,BMP uses an unsupported biPlanes != 1,0x09E62A4E
0x07786C20,.rdata,Error,123,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07786C40,BMP uses an unsupported biBitCount (%i),0x09E62A4F
0x07786C90,.rdata,Error,130,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07786CB0,Bmp read would overrun buffer,0x09E62A50
0x07786CF0,.rdata,Error,137,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07786CB0,Bmp read would overrun buffer,0x09E62A51
0x07786D10,.rdata,Error,156,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07786D30,Bmp dimensions invalid,0x09E62A52
0x07786D60,.rdata,Error,164,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07786D30,Bmp dimensions invalid,0x09E62A53
0x07786D80,.rdata,Error,178,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07786D30,Bmp dimensions invalid,0x09E62A54
0x07786DA0,.rdata,Error,185,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07786CB0,Bmp read would overrun buffer,0x09E62A55
0x07786DC0,.rdata,Error,200,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07786DE0,Bmp paletteCount over 256,0x09E62A56
0x07786E18,.rdata,Error,208,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07786CB0,Bmp read would overrun buffer,0x09E62A57
