class,name,thunk_rva,verdict,new_vs_v1,note
UAnimatedSparseVolumeTextureController,Stop,0x3343080,REAL,no,impl 0x3343080: 488b42204533c04885c0410f95c04c03
UAnimatedSparseVolumeTextureController,Update,0x33430A0,REAL,no,impl 0x33430A0: 48895c2408574883ec20488bdac74424
UEditorFlagCollector,GetFlagNames,0x3342460,REAL,no,impl 0x3342460: 48895c2408574883ec30488b4a2033c0
UStereoLayerShapeCylinder,SetHeight,0x3342B40,REAL,no,impl 0x3342B40: 48895c24084889742418574883ec2033
UStereoLayerShapeCylinder,SetOverlayArc,0x3342C60,REAL,no,impl 0x3342C60: 48895c2408574883ec20488bdac74424
UStereoLayerShapeCylinder,SetRadius,0x3342E00,REAL,no,impl 0x3342E00: 48895c2408574883ec20488bdac74424
UStereoLayerShapeEquirect,SetEquirectProps,0x3342A10,REAL,no,impl 0x3342A10: 48895c240848897c241055488d6c24a0
UStereoLayerComponent,GetLeftTexture,0x3342640,REAL,no,impl 0x3342640: 488b42204533c94885c0410f95c14c03
UStereoLayerComponent,GetPriority,0x3342740,REAL,no,impl 0x3342740: 488b42204533c94885c0410f95c14c03
UStereoLayerComponent,GetQuadSize,0x3342760,REAL,no,impl 0x3342760: 488b42204533c94885c0410f95c14c03
UStereoLayerComponent,GetTexture,0x3342820,REAL,no,impl 0x3342820: 488b42204533c94885c0410f95c14c03
UStereoLayerComponent,GetUVRect,0x3342840,REAL,no,impl 0x3342840: 488b42204533c94885c0410f95c14c03
UStereoLayerComponent,MarkTextureForUpdate,0x3342880,REAL,no,impl 0x3342880: 488b42204533c04885c0410f95c04c03
UStereoLayerComponent,SetEquirectProps,0x33428E0,REAL,no,impl 0x33428E0: 48895c240848897c241055488d6c24a0
UStereoLayerComponent,SetLeftTexture,0x3342BD0,REAL,no,impl 0x3342BD0: 48895c24084889742418574883ec2033
UStereoLayerComponent,SetPriority,0x3342CE0,REAL,no,impl 0x3342CE0: 48895c24084889742418574883ec2033
UStereoLayerComponent,SetQuadSize,0x3342D70,REAL,no,impl 0x3342D70: 48895c2408574883ec40488bda488bf9
UStereoLayerComponent,SetTexture,0x3342F50,REAL,no,impl 0x3342F50: 48895c24084889742418574883ec2033
UTextRenderComponent,GetTextLocalSize,0x3348C80,REAL,no,impl 0x3348C80: 40534883ec40488b42204533c94885c0
UTextRenderComponent,GetTextWorldSize,0x3348CC0,REAL,no,impl 0x3348CC0: 40534883ec40488b42204533c94885c0
UTextRenderComponent,K2_SetText,0x3348E90,REAL,no,impl 0x3348E90: 48895c24084889742410574883ec3048
UTextRenderComponent,SetFont,0x3349410,REAL,no,impl 0x3349410: 48895c24084889742418574883ec2033
UTextRenderComponent,SetHorizontalAlignment,0x3349520,REAL,no,impl 0x3349520: 48895c2408574883ec20488bdac64424
UTextRenderComponent,SetHorizSpacingAdjust,0x33494A0,REAL,no,impl 0x33494A0: 48895c2408574883ec20488bdac74424
UTextRenderComponent,SetText,0x3348E90,REAL,no,impl 0x3348E90: 48895c24084889742410574883ec3048
UTextRenderComponent,SetTextMaterial,0x33499B0,REAL,no,impl 0x33499B0: 48895c24084889742418574883ec2033
UTextRenderComponent,SetTextRenderColor,0x3349A40,REAL,no,impl 0x3349A40: 48895c2408574883ec20488bda488bf9
UTextRenderComponent,SetVerticalAlignment,0x3349E50,REAL,no,impl 0x3349E50: 48895c2408574883ec20488bdac64424
UTextRenderComponent,SetVertSpacingAdjust,0x3349DD0,REAL,no,impl 0x3349DD0: 48895c2408574883ec20488bdac74424
UTextRenderComponent,SetWorldSize,0x3349ED0,REAL,no,impl 0x3349ED0: 48895c2408574883ec20488bdac74424
UTextRenderComponent,SetXScale,0x3349F50,REAL,no,impl 0x3349F50: 48895c2408574883ec20488bdac74424
UTextRenderComponent,SetYScale,0x3349FD0,REAL,no,impl 0x3349FD0: 48895c2408574883ec20488bdac74424
UTimelineComponent,AddEvent,0x3348570,REAL,no,impl 0x3348570: 48895c24084889742418574883ec4048
UTimelineComponent,AddInterpFloat,0x3348660,REAL,no,impl 0x3348660: 48895c2408555657488bec4883ec6033
UTimelineComponent,AddInterpLinearColor,0x33487C0,REAL,no,impl 0x33487C0: 48895c2408555657488bec4883ec6033
UTimelineComponent,AddInterpVector,0x3348920,REAL,no,impl 0x3348920: 48895c2408555657488bec4883ec6033
UTimelineComponent,GetIgnoreTimeDilation,0x3348B90,REAL,no,impl 0x3348B90: 40534883ec20488b42204533c94885c0
UTimelineComponent,GetPlaybackPosition,0x3348C20,REAL,no,impl 0x3348C20: 40534883ec20488b42204533c94885c0
UTimelineComponent,GetPlayRate,0x3348BF0,REAL,no,impl 0x3348BF0: 40534883ec20488b42204533c94885c0
UTimelineComponent,GetScaledTimelineLength,0x3348C50,REAL,no,impl 0x3348C50: 40534883ec20488b42204533c94885c0
UTimelineComponent,GetTimelineLength,0x3348D00,REAL,no,impl 0x3348D00: 40534883ec20488b42204533c94885c0
UTimelineComponent,IsLooping,0x3348E00,REAL,no,impl 0x3348E00: 40534883ec20488b42204533c94885c0
UTimelineComponent,IsPlaying,0x3348E30,REAL,no,impl 0x3348E30: 40534883ec20488b42204533c94885c0
UTimelineComponent,IsReversing,0x3348E60,REAL,no,impl 0x3348E60: 40534883ec20488b42204533c94885c0
UTimelineComponent,OnRep_Timeline,0x3349050,REAL,no,impl 0x3349050: 48895c2408488974241048897c241855
UTimelineComponent,Play,0x33492C0,REAL,no,impl 0x33492C0: 488b42204533c04885c0410f95c04c03
UTimelineComponent,PlayFromStart,0x33492E0,REAL,no,impl 0x33492E0: 488b42204533c04885c0410f95c04c03
UTimelineComponent,Reverse,0x3349300,REAL,no,impl 0x3349300: 488b42204533c04885c0410f95c04c03
UTimelineComponent,ReverseFromEnd,0x3349320,REAL,no,impl 0x3349320: 488b42204533c04885c0410f95c04c03
UTimelineComponent,SetFloatCurve,0x3349340,REAL,no,impl 0x3349340: 48895c24084889742418574883ec2033
UTimelineComponent,SetIgnoreTimeDilation,0x33495A0,REAL,no,impl 0x33495A0: 48895c24084889742418574883ec2033
UTimelineComponent,SetLinearColorCurve,0x3349630,REAL,no,impl 0x3349630: 48895c24084889742418574883ec2033
UTimelineComponent,SetLooping,0x3349700,REAL,no,impl 0x3349700: 48895c24084889742418574883ec2033
UTimelineComponent,SetNewTime,0x3349790,REAL,no,impl 0x3349790: 48895c2408574883ec20488bdac74424
UTimelineComponent,SetPlaybackPosition,0x3349890,REAL,no,impl 0x3349890: 48895c24085556574883ec30488bdac7
UTimelineComponent,SetPlayRate,0x3349810,REAL,no,impl 0x3349810: 48895c2408574883ec20488bdac74424
UTimelineComponent,SetTimelineFinishedFunc,0x3349AC0,REAL,no,impl 0x3349AC0: 48895c24084889742410574883ec4033
UTimelineComponent,SetTimelineLength,0x3349B60,REAL,no,impl 0x3349B60: 48895c2408574883ec20488bdac74424
UTimelineComponent,SetTimelineLengthMode,0x3349BE0,REAL,no,impl 0x3349BE0: 48895c2408574883ec20488bdac64424
UTimelineComponent,SetTimelinePostUpdateFunc,0x3349C60,REAL,no,impl 0x3349C60: 48895c24084889742410574883ec4033
UTimelineComponent,SetVectorCurve,0x3349D00,REAL,no,impl 0x3349D00: 48895c24084889742418574883ec2033
UTimelineComponent,Stop,0x334A1B0,REAL,no,impl 0x334A1B0: 488b42204533c04885c0410f95c04c03
UTwitterIntegrationBase,AuthorizeAccounts,0x3348A80,REAL,no,impl 0x3348A80: 40534883ec20488b42204533c94885c0
UTwitterIntegrationBase,CanShowTweetUI,0x312B270,REAL,no,impl 0x312B270: 40534883ec20488b42204533c94885c0
UTwitterIntegrationBase,GetAccountName,0x3348AB0,REAL,no,impl 0x3348AB0: 48895c241048896c2418488974242057
UTwitterIntegrationBase,GetNumAccounts,0x3348BC0,REAL,no,impl 0x3348BC0: 40534883ec20488b42204533c94885c0
UTwitterIntegrationBase,Init,0x207C030,REAL,no,impl 0x207C030: 488b42204533c04885c0410f95c04c03
UTwitterIntegrationBase,ShowTweetUI,0x334A050,REAL,no,impl 0x334A050: 48895c2408488974241048897c241841
UTwitterIntegrationBase,TwitterRequest,0x334A630,REAL,no,impl 0x334A630: 48895c241855565741564157488bec48
UUniversalObjectLocatorScriptingExtensions,IsEmpty,0x3348D30,REAL,no,impl 0x3348D30: 48895c24084889742410574883ec3048
UUniversalObjectLocatorScriptingExtensions,MakeUniversalObjectLocator,0x3348F40,REAL,no,impl 0x3348F40: 48895c24084889742418574883ec3033
UUniversalObjectLocatorScriptingExtensions,SyncFind,0x334A1D0,REAL,no,impl 0x334A1D0: 48895c2408488974241848897c242041
UUniversalObjectLocatorScriptingExtensions,SyncLoad,0x334A2F0,REAL,no,impl 0x334A2F0: 48895c2408488974241848897c242041
UUniversalObjectLocatorScriptingExtensions,SyncUnload,0x334A410,REAL,no,impl 0x334A410: 48895c24084889742418574883ec3048
UUniversalObjectLocatorScriptingExtensions,ToString,0x334A520,REAL,no,impl 0x334A520: 48895c24084889742410574883ec4048
UUniversalObjectLocatorScriptingExtensions,UniversalObjectLocatorFromString,0x334A7F0,REAL,no,impl 0x334A7F0: 48895c24084889742410574883ec4033
UVectorFieldComponent,SetIntensity,0x33657B0,REAL,no,impl 0x33657B0: 48895c2410574883ec20488bdac74424
UWindDirectionalSourceComponent,SetMaximumGustAmount,0x3365840,REAL,no,impl 0x3365840: 48895c2408574883ec20488bdac74424
UWindDirectionalSourceComponent,SetMinimumGustAmount,0x33658C0,REAL,no,impl 0x33658C0: 48895c2408574883ec20488bdac74424
UWindDirectionalSourceComponent,SetRadius,0x3365940,REAL,no,impl 0x3365940: 48895c2408574883ec20488bdac74424
UWindDirectionalSourceComponent,SetSpeed,0x33659C0,REAL,no,impl 0x33659C0: 48895c2408574883ec20488bdac74424
UWindDirectionalSourceComponent,SetStrength,0x3365A40,REAL,no,impl 0x3365A40: 48895c2408574883ec20488bdac74424
UWindDirectionalSourceComponent,SetWindType,0x3365AC0,REAL,no,impl 0x3365AC0: 48895c2408574883ec20488bdac64424
AWorldSettings,OnRep_NaniteSettings,0x33228B0,REAL,no,impl 0x33228B0: 488b42204533c04885c0410f95c04c03
AActor,ActorHasTag,0x33A5AB0,REAL,YES,impl 0x33A5AB0: 48895c24085556574883ec2033ed498b
AActor,AddComponent,0x33A5B70,REAL,YES,impl 0x33A5B70: 4055535657415441564157488d6c24d9
AActor,AddComponentByClass,0x33A5D80,REAL,YES,impl 0x33A5D80: 48895c24205556574154415541564157
AActor,AddForce,0x33A6260,REAL,YES,impl 0x33A6260: 48895c24104889742418574883ec6048
AActor,AddImpulse,0x33A6350,REAL,YES,impl 0x33A6350: 48895c24185556574154415541564157
AActor,AddTickPrerequisiteActor,0x33A65B0,REAL,YES,impl 0x33A65B0: 48895c24104889742418574883ec2033
AActor,AddTickPrerequisiteComponent,0x33A6640,REAL,YES,impl 0x33A6640: 48895c24104889742418574883ec2033
AActor,BP_TornOff,0x326D280,REAL,YES,impl 0x326D280: 488b42204533c04885c0410f95c04c03
AActor,CanTriggerResimulation,0x33A67B0,REAL,YES,impl 0x33A67B0: 488b42204533c94885c0410f95c14c03
AActor,CreateInputComponent,0x33A67E0,REAL,YES,impl 0x33A67E0: 48895c24184889742420574883ec2033
AActor,DetachRootComponentFromParent,0x33A6890,REAL,YES,impl 0x33A6890: 48895c24084889742418574883ec2033
AActor,DisableInput,0x33A6920,REAL,YES,impl 0x33A6920: 48895c24104889742418574883ec2033
AActor,EnableInput,0x33A69B0,REAL,YES,impl 0x33A69B0: 48895c24104889742418574883ec2033
AActor,FindComponentByTag,0x33A6C00,REAL,YES,impl 0x33A6C00: 48895c24085556574883ec2033ff498b
AActor,FinishAddComponent,0x33A6CF0,REAL,YES,impl 0x33A6CF0: 40535657415441574881ecc000000048
AActor,FlushNetDormancy,0x33A6F60,REAL,YES,impl 0x33A6F60: 488b42204533c04885c0410f95c04c03
AActor,FlushNetDormancyOwnerOnly,0x33A6F80,REAL,YES,impl 0x33A6F80: 488b42204533c04885c0410f95c04c03
AActor,ForceNetUpdate,0x33A6FA0,REAL,YES,impl 0x33A6FA0: 488b42204533c04885c0410f95c04c03
AActor,GetActorBounds,0x33A6FC0,REAL,YES,impl 0x33A6FC0: 48895c2418555657415641574883ec60
AActor,GetActorEnableCollision,0x33A7160,REAL,YES,impl 0x33A7160: 488b42204533c94885c0410f95c14c03
AActor,GetActorEyesViewPoint,0x33A7190,REAL,YES,impl 0x33A7190: 48895c2408488974241048897c241841
AActor,GetActorForwardVector,0x33A7280,REAL,YES,impl 0x33A7280: 40534883ec50488b42204533c94885c0
AActor,GetActorRelativeScale3D,0x33A72F0,REAL,YES,impl 0x33A72F0: 4883ec28488b42204533c94885c0410f
AActor,GetActorRightVector,0x33A7360,REAL,YES,impl 0x33A7360: 40534883ec50488b42204533c94885c0
AActor,GetActorScale3D,0x33A73D0,REAL,YES,impl 0x33A73D0: 4883ec28488b42204533c94885c0410f
AActor,GetActorTickInterval,0x33A7440,REAL,YES,impl 0x33A7440: 488b42204533c94885c0410f95c14c03
AActor,GetActorTimeDilation,0x33A7460,REAL,YES,impl 0x33A7460: 48895c24084889742410574883ec204c
AActor,GetActorUpVector,0x33A74D0,REAL,YES,impl 0x33A74D0: 40534883ec50488b42204533c94885c0
AActor,GetAllChildActors,0x33A7540,REAL,YES,impl 0x33A7540: 48895c240848896c2418488974242057
AActor,GetAttachedActors,0x33A76C0,REAL,YES,impl 0x33A76C0: 48895c240848896c2418565741564883
AActor,GetAttachParentActor,0x33A7640,REAL,YES,impl 0x33A7640: 4c8b4a2033c04d85c90f95c04903c148
AActor,GetAttachParentSocketName,0x33A7680,REAL,YES,impl 0x33A7680: 4c8b4a2033c04d85c90f95c04903c148
AActor,GetComponentByClass,0x33A7930,REAL,YES,impl 0x33A7930: 48895c2418565741564883ec2033ff4d
AActor,GetComponentsByInterface,0x33A7A00,REAL,YES,impl 0x33A7A00: 488bc44c89401855488d68a14881ecd0
AActor,GetComponentsByTag,0x33A7E00,REAL,YES,impl 0x33A7E00: 48895c24085556574883ec3033ed498b
AActor,GetDistanceTo,0x33A7F30,REAL,YES,impl 0x33A7F30: 488bc448895808488968184889702057
AActor,GetDotProductTo,0x33A80B0,REAL,YES,impl 0x33A80B0: 48895c241855564156488d6c24b94881
AActor,GetGameTimeSinceCreation,0x33A8310,REAL,YES,impl 0x33A8310: 48895c2408574883ec20488b42204533
AActor,GetHorizontalDistanceTo,0x33A8380,REAL,YES,impl 0x33A8380: 48895c240848896c2418488974242057
AActor,GetHorizontalDotProductTo,0x33A84E0,REAL,YES,impl 0x33A84E0: 48895c241855564156488d6c24b94881
AActor,GetInputAxisKeyValue,0x33A8730,REAL,YES,impl 0x33A8730: 48895c240848896c2410488974241857
AActor,GetInputAxisValue,0x33A8890,REAL,YES,impl 0x33A8890: 48895c241048896c2418488974242057
AActor,GetInputVectorAxisValue,0x33A8940,REAL,YES,impl 0x33A8940: 488bc448895808488968104889701857
AActor,GetInstigator,0x33A8AC0,REAL,YES,impl 0x33A8AC0: 488b42204533c94885c0410f95c14c03
AActor,GetInstigatorController,0x33A8AE0,REAL,YES,impl 0x33A8AE0: 48895c2408574883ec204c8b4a2033c0
AActor,GetLevelTransform,0x33A8B50,REAL,YES,impl 0x33A8B50: 40534881ec80000000488b42204533c9
AActor,GetLifeSpan,0x33A8BC0,REAL,YES,impl 0x33A8BC0: 40534883ec20488b42204533c94885c0
AActor,GetLocalRole,0x33A8C00,REAL,YES,impl 0x33A8C00: 488b42204533c94885c0410f95c14c03
AActor,GetOverlappingActors,0x33A8CA0,REAL,YES,impl 0x33A8CA0: 48895c24085556574883ec3033ff488b
AActor,GetOverlappingComponents,0x33A8DB0,REAL,YES,impl 0x33A8DB0: 48895c24084889742410574883ec3033
AActor,GetOwner,0x33A8E60,REAL,YES,impl 0x33A8E60: 488b42204533c94885c0410f95c14c03
AActor,GetParentActor,0x33A8E80,REAL,YES,impl 0x33A8E80: 40534883ec204c8b4a2033c04d85c949
AActor,GetParentComponent,0x33A8ED0,REAL,YES,impl 0x33A8ED0: 40534883ec20488b42204533c94885c0
AActor,GetPhysicsReplicationMode,0x33A8F10,REAL,YES,impl 0x33A8F10: 488b42204533c94885c0410f95c14c03
AActor,GetRayTracingGroupId,0x33A8F30,REAL,YES,impl 0x33A8F30: 40534883ec20488b42204533c94885c0
AActor,GetRemoteRole,0x33A8F60,REAL,YES,impl 0x33A8F60: 488b42204533c94885c0410f95c14c03
AActor,GetResimulationThreshold,0x33A8F80,REAL,YES,impl 0x33A8F80: 48895c2408574883ec20488b422033c9
AActor,GetSquaredDistanceTo,0x33A8FE0,REAL,YES,impl 0x33A8FE0: 488bc448895808488968184889702057
AActor,GetSquaredHorizontalDistanceTo,0x33A9160,REAL,YES,impl 0x33A9160: 48895c240848896c2418488974242057
AActor,GetTickableWhenPaused,0x33A92C0,REAL,YES,impl 0x33A92C0: 488b42204533c94885c0410f95c14c03
AActor,GetTransform,0x33A92E0,REAL,YES,impl 0x33A92E0: 488b42204533c94885c0410f95c14c03
AActor,GetVelocity,0x33A9350,REAL,YES,impl 0x33A9350: 40534883ec40488b42204533c94885c0
AActor,GetVerticalDistanceTo,0x33A93A0,REAL,YES,impl 0x33A93A0: 488bc448895808488968184889702057
AActor,HasAuthority,0x33A9500,REAL,YES,impl 0x33A9500: 488b42204533c94885c0410f95c14c03
AActor,IsActorBeingDestroyed,0x33A9530,REAL,YES,impl 0x33A9530: 488b42204533c94885c0410f95c14c03
AActor,IsActorTickEnabled,0x33A9560,REAL,YES,impl 0x33A9560: 488b42204533c94885c0410f95c14c03
AActor,IsChildActor,0x33A9580,REAL,YES,impl 0x33A9580: 40534883ec20488b42204533c94885c0
AActor,IsEditorLockLocation,0x33A95C0,REAL,YES,impl 0x33A95C0: 40534883ec20488b42204533c94885c0
AActor,IsOverlappingActor,0x33A95F0,REAL,YES,impl 0x33A95F0: 48895c240848896c2418488974242057
AActor,K2_AddActorLocalOffset,0x33A9690,REAL,YES,impl 0x33A9690: 48895c240855565741564157488d6c24
AActor,K2_AddActorLocalRotation,0x33A9880,REAL,YES,impl 0x33A9880: 48895c240855565741564157488d6c24
AActor,K2_AddActorLocalTransform,0x33A9A70,REAL,YES,impl 0x33A9A70: 48895c24184889742420555741544156
AActor,K2_AddActorWorldOffset,0x33A9CD0,REAL,YES,impl 0x33A9CD0: 48895c240855565741564157488d6c24
AActor,K2_AddActorWorldRotation,0x33A9EC0,REAL,YES,impl 0x33A9EC0: 48895c240855565741564157488d6c24
AActor,K2_AddActorWorldTransform,0x33AA0B0,REAL,YES,impl 0x33AA0B0: 48895c24184889742420555741544156
AActor,K2_AddActorWorldTransformKeepScale,0x33AA310,REAL,YES,impl 0x33AA310: 48895c24184889742420555741544156
AActor,K2_AttachRootComponentTo,0x33AA570,REAL,YES,impl 0x33AA570: 405356574883ec4033ff488bda48897c
AActor,K2_AttachRootComponentToActor,0x33AA6D0,REAL,YES,impl 0x33AA6D0: 48895c24185556574883ec4033ff488b
AActor,K2_AttachToActor,0x33AA850,REAL,YES,impl 0x33AA850: 40555356574156488bec4883ec4033ff
AActor,K2_AttachToComponent,0x33AAA80,REAL,YES,impl 0x33AAA80: 40555356574156488bec4883ec4033ff
AActor,K2_DestroyActor,0x33AAC90,REAL,YES,impl 0x33AAC90: 488b42204533c04885c0410f95c04c03
AActor,K2_DetachFromActor,0x33AACB0,REAL,YES,impl 0x33AACB0: 48895c2418574883ec30488bdac64424
AActor,K2_GetActorLocation,0x33AAE10,REAL,YES,impl 0x33AAE10: 4883ec38488b42204533c94885c0410f
AActor,K2_GetActorRotation,0x33AAE90,REAL,YES,impl 0x33AAE90: 4c8bdc574881ec90000000488b422045
AActor,K2_GetComponentsByClass,0x33AAFB0,REAL,YES,impl 0x33AAFB0: 48895c24085556574883ec3033ed498b
AActor,K2_GetRootComponent,0x33AB0A0,REAL,YES,impl 0x33AB0A0: 488b42204533c94885c0410f95c14c03
AActor,K2_SetActorLocation,0x33AB0C0,REAL,YES,impl 0x33AB0C0: 48895c24084889742420555741544156
AActor,K2_SetActorLocationAndRotation,0x33AB2C0,REAL,YES,impl 0x33AB2C0: 48895c24084889742420555741544156
AActor,K2_SetActorRelativeLocation,0x33AB520,REAL,YES,impl 0x33AB520: 48895c240855565741564157488d6c24
AActor,K2_SetActorRelativeRotation,0x33AB710,REAL,YES,impl 0x33AB710: 48895c240855565741564157488d6c24
AActor,K2_SetActorRelativeTransform,0x33AB900,REAL,YES,impl 0x33AB900: 48895c24184889742420555741544156
AActor,K2_SetActorRotation,0x33ABB60,REAL,YES,impl 0x33ABB60: 48895c24104889742418574881ec8000
AActor,K2_SetActorTransform,0x33ABC90,REAL,YES,impl 0x33ABC90: 48895c24205556574154415541564157
AActor,K2_TeleportTo,0x33ABEF0,REAL,YES,impl 0x33ABEF0: 48895c24084889742410574881eca000
AActor,LogMapCheckError,0x33AC000,REAL,YES,impl 0x33AC000: 48895c2408574883ec3033ff488bda48
AActor,LogMapCheckWarning,0x33AC000,REAL,YES,impl 0x33AC000: 48895c2408574883ec3033ff488bda48
AActor,MakeNoise,0x33AC080,REAL,YES,impl 0x33AC080: 48895c2408555657488bec4881ec8000
AActor,OnRep_AttachmentReplication,0x33AC230,REAL,YES,impl 0x33AC230: 488b42204533c04885c0410f95c04c03
AActor,OnRep_Instigator,0x33AC250,REAL,YES,impl 0x33AC250: 488b42204533c04885c0410f95c04c03
AActor,OnRep_Owner,0x33AC270,REAL,YES,impl 0x33AC270: 488b42204533c04885c0410f95c04c03
AActor,OnRep_ReplicatedMovement,0x33AC290,REAL,YES,impl 0x33AC290: 488b42204533c04885c0410f95c04c03
AActor,OnRep_ReplicateMovement,0x326D2A0,REAL,YES,impl 0x326D2A0: 488b42204533c04885c0410f95c04c03
AActor,OnRep_ServerState,0x33AC2B0,REAL,YES,impl 0x33AC2B0: 488bc44889580848897010574881ec90
AActor,OnSimulatedTearOffComplete,0x33AC3A0,REAL,YES,impl 0x33AC3A0: 488b42204533c04885c0410f95c04c03
AActor,PrestreamTextures,0x33AC450,REAL,YES,impl 0x33AC450: 48895c2418565741564883ec20488bda
AActor,RemoveTickPrerequisiteActor,0x33AC700,REAL,YES,impl 0x33AC700: 48895c24104889742418574883ec2033
AActor,RemoveTickPrerequisiteComponent,0x33AC790,REAL,YES,impl 0x33AC790: 48895c24104889742418574883ec2033
AActor,SetActorEnableCollision,0x33AC820,REAL,YES,impl 0x33AC820: 48895c24084889742418574883ec2033
AActor,SetActorHiddenInGame,0x33AC8B0,REAL,YES,impl 0x33AC8B0: 48895c24104889742418574883ec2033
AActor,SetActorRelativeScale3D,0x33AC940,REAL,YES,impl 0x33AC940: 48895c2408574883ec60488bda488bf9
AActor,SetActorScale3D,0x33AC9D0,REAL,YES,impl 0x33AC9D0: 48895c2408574883ec60488bda488bf9
AActor,SetActorTickEnabled,0x33ACA70,REAL,YES,impl 0x33ACA70: 48895c24104889742418574883ec2033
AActor,SetActorTickInterval,0x33ACB00,REAL,YES,impl 0x33ACB00: 48895c2410574883ec20488bdac74424
AActor,SetAutoDestroyWhenFinished,0x33ACB80,REAL,YES,impl 0x33ACB80: 48895c24104889742418574883ec2033
AActor,SetEditorLockLocation,0x2BF0150,REAL,YES,impl 0x2BF0150: 48895c2408574883ec2033ff488bda89
AActor,SetLifeSpan,0x33ACC70,REAL,YES,impl 0x33ACC70: 48895c2410574883ec20488bdac74424
AActor,SetNetDormancy,0x33ACD00,REAL,YES,impl 0x33ACD00: 48895c2408574883ec20488bdac64424
AActor,SetOwner,0x33ACD80,REAL,YES,impl 0x33ACD80: 48895c24104889742418574883ec2033
AActor,SetPhysicsReplicationMode,0x33ACE10,REAL,YES,impl 0x33ACE10: 48895c2408574883ec20488bdac64424
AActor,SetRayTracingGroupId,0x33ACE90,REAL,YES,impl 0x33ACE90: 48895c24104889742418574883ec2033
AActor,SetReplicateMovement,0x33ACF20,REAL,YES,impl 0x33ACF20: 48895c24104889742418574883ec2033
AActor,SetReplicates,0x33ACFB0,REAL,YES,impl 0x33ACFB0: 48895c24084889742418574883ec2033
AActor,SetTickableWhenPaused,0x33AD0C0,REAL,YES,impl 0x33AD0C0: 48895c24104889742418574883ec2033
AActor,SetTickGroup,0x33AD040,REAL,YES,impl 0x33AD040: 48895c2410574883ec20488bdac64424
AActor,TearOff,0x207C030,REAL,YES,impl 0x207C030: 488b42204533c04885c0410f95c04c03
AActor,WasRecentlyRendered,0x33AD180,REAL,YES,impl 0x33AD180: 48895c24084889742418574883ec2049
UAvoidanceManager,GetAvoidanceVelocityForComponent,0x33A7810,REAL,no,impl 0x33A7810: 48895c24085556574881ecb000000033
UAvoidanceManager,GetNewAvoidanceUID,0x33A8C20,REAL,no,impl 0x33A8C20: 488b42204533c94885c04c8bd1410f95
UAvoidanceManager,GetObjectCount,0x33A8C70,REAL,no,impl 0x33A8C70: 488b42204533c94885c0410f95c14c03
AAmbientSound,AdjustVolume,0x33A66D0,REAL,no,impl 0x33A66D0: 48895c2418574883ec20488bdac74424
AAmbientSound,FadeIn,0x33A6A40,REAL,no,impl 0x33A6A40: 48895c2418574883ec30488bdac74424
AAmbientSound,FadeOut,0x33A6B20,REAL,no,impl 0x33A6B20: 48895c2418574883ec20488bdac74424
AAmbientSound,Play,0x33AC3D0,REAL,no,impl 0x33AC3D0: 48895c2408574883ec20488bdac74424
AAmbientSound,Stop,0x33AD150,REAL,no,impl 0x33AD150: 488b42204533c04885c0410f95c04c03
UAnimationAsset,FindMetaDataByClass,0x33D65C0,REAL,YES,impl 0x33D65C0: 40535556415441574883ec3033ed4d8b
UAnimationAsset,GetPlayLength,0x33D6800,REAL,YES,impl 0x33D6800: 40534883ec20488b42204533c94885c0
UAnimInstance,Blueprint_GetMainAnimInstance,0x34192A0,REAL,YES,impl 0x34192A0: 40534883ec20488b42204533c94885c0
UAnimInstance,Blueprint_GetSlotMontageLocalWeight,0x34192D0,REAL,YES,impl 0x34192D0: 48895c240848896c2418488974242057
UAnimInstance,CalculateDirection,0x3419370,REAL,YES,impl 0x3419370: 48895c240848896c2410488974241848
UAnimInstance,ClearAllTransitionEvents,0x3419470,REAL,YES,impl 0x3419470: 488b42204533c04885c0410f95c04c03
UAnimInstance,ClearMorphTargets,0x3419490,REAL,YES,impl 0x3419490: 488b42204533c04885c0410f95c04c03
UAnimInstance,ClearTransitionEvents,0x34194C0,REAL,YES,impl 0x34194C0: 48895c24084889742418574883ec2033
UAnimInstance,DynamicMontage_IsPlayingFrom,0x34197B0,REAL,YES,impl 0x34197B0: 405553565741544155488d6c24d14881
UAnimInstance,GetActiveCurveNames,0x3419AD0,REAL,YES,impl 0x3419AD0: 48895c24084889742418574883ec3048
UAnimInstance,GetAllCurveNames,0x3419BC0,REAL,YES,impl 0x3419BC0: 48895c24084889742410574883ec3033
UAnimInstance,GetCurrentActiveMontage,0x3419E50,REAL,YES,impl 0x3419E50: 4c8b4a2033c04d85c94d8bd84c8bd10f
UAnimInstance,GetCurrentStateName,0x3419EC0,REAL,YES,impl 0x3419EC0: 48895c24184889742420574883ec2049
UAnimInstance,GetCurveValue,0x3419FA0,REAL,YES,impl 0x3419FA0: 48895c24085556574883ec2033ff498b
UAnimInstance,GetCurveValueWithDefault,0x341A040,REAL,YES,impl 0x341A040: 48895c24085556574883ec2033ff498b
UAnimInstance,GetDeltaSeconds,0x341A1A0,REAL,YES,impl 0x341A1A0: 40534883ec20488b42204533c94885c0
UAnimInstance,GetInstanceAssetPlayerLength,0x341A280,REAL,YES,impl 0x341A280: 48895c240848896c2418488974242057
UAnimInstance,GetInstanceAssetPlayerTime,0x341A320,REAL,YES,impl 0x341A320: 48895c240848896c2418488974242057
