class,name,thunk_rva,verdict,new_vs_v1,note
ULokiGameUserSettings,GetCameraMaxzone,0x5390D70,REAL,no,impl 0x5390D70: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetCameraOffsetSensitivity,0x5390DA0,REAL,no,impl 0x5390DA0: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetCameraPanDistFrac,0x5390DD0,REAL,no,impl 0x5390DD0: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetCameraPanSpeed,0x5390E00,REAL,no,impl 0x5390E00: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetCameraPreset,0x5390E30,REAL,no,impl 0x5390E30: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetCameraSmoothCorrections,0x5390E60,REAL,no,impl 0x5390E60: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetCameraSpringPower,0x5390E90,REAL,no,impl 0x5390E90: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetCameraStabilityMode,0x5390EC0,REAL,no,impl 0x5390EC0: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetCameraV2Preset,0x5390EF0,REAL,no,impl 0x5390EF0: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetCameraZoomoutOnGlide,0x5390F20,REAL,no,impl 0x5390F20: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetCoreGameVoiceAutomatic,0x5390F50,REAL,no,impl 0x5390F50: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetCoreGameVoiceEnabled,0x5390F80,REAL,no,impl 0x5390F80: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetDashInputMode,0x5390FB0,REAL,no,impl 0x5390FB0: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetDefaultFieldOfView,0x5390FE0,REAL,no,impl 0x5390FE0: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetDelayedZoomOutOnGlide,0x5391010,REAL,no,impl 0x5391010: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetDragToPanCameraSpeed,0x5391040,REAL,no,impl 0x5391040: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetDynamicCameraDownMultiplier,0x5391070,REAL,no,impl 0x5391070: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetDynamicCameraQuadraticAcceleration,0x53910A0,REAL,no,impl 0x53910A0: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetEXDashInputMode,0x53910D0,REAL,no,impl 0x53910D0: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetFrameRateBackground,0x5391100,REAL,no,impl 0x5391100: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetFrameRateGame,0x5391130,REAL,no,impl 0x5391130: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetFrameRateMenu,0x5391160,REAL,no,impl 0x5391160: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetGraphicsRHI,0x5391190,REAL,no,impl 0x5391190: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetImageSharpening,0x53911C0,REAL,no,impl 0x53911C0: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetIncompatibleSoftwareLastSeen,0x53911F0,REAL,no,impl 0x53911F0: 48895c2408574883ec304c8b4a2033c0
ULokiGameUserSettings,GetInvertViewPitch,0x5391270,REAL,no,impl 0x5391270: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetLokiGameUserSettings,0x53912A0,REAL,no,impl 0x53912A0: 40534883ec20488b422033c94885c049
ULokiGameUserSettings,GetLokiGameUserSettings_Defaults,0x53912D0,REAL,no,impl 0x53912D0: 40534883ec20488b422033c94885c049
ULokiGameUserSettings,GetLumenEnabled,0x5391300,REAL,no,impl 0x5391300: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetMaxDynamicCameraOffset,0x5391330,REAL,no,impl 0x5391330: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetMessageOfTheDayLastSeen,0x5391360,REAL,no,impl 0x5391360: 48895c2408574883ec304c8b4a2033c0
ULokiGameUserSettings,GetMouseSensitivity,0x53913E0,REAL,no,impl 0x53913E0: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetMouseSensitivityADS,0x5391410,REAL,no,impl 0x5391410: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetPartyVoiceAutomatic,0x5391440,REAL,no,impl 0x5391440: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetPartyVoiceEnabled,0x5391470,REAL,no,impl 0x5391470: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetPreferredAudioInputDevice,0x53914A0,REAL,no,impl 0x53914A0: 48895c2408574883ec304c8b4a2033c0
ULokiGameUserSettings,GetPreferredAudioOutputDevice,0x5391520,REAL,no,impl 0x5391520: 48895c2408574883ec304c8b4a2033c0
ULokiGameUserSettings,GetRecommendedItemsEnabled,0x5248810,REAL,no,impl 0x5248810: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetShowFPS,0x53915A0,REAL,no,impl 0x53915A0: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetSoloPlayerCamDistanceFar,0x53915D0,REAL,no,impl 0x53915D0: 488b42204533c94885c0410f95c14c03
ULokiGameUserSettings,GetSpectatorCameraDragScrollButtonsInverted,0x53915F0,REAL,no,impl 0x53915F0: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetSpectatorCameraDragScrollInverted,0x5391620,REAL,no,impl 0x5391620: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetSpectatorCameraDragScrollSpeed,0x5391650,REAL,no,impl 0x5391650: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetSupportedFullscreenResolutions,0x5391680,REAL,no,impl 0x5391680: 48895c24084889742418574883ec3033
ULokiGameUserSettings,GetVoiceLanguage,0x5391770,REAL,no,impl 0x5391770: 48895c2408574883ec304c8b4a2033c0
ULokiGameUserSettings,GetVoiceSettingsConfirmed,0x53917F0,REAL,no,impl 0x53917F0: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,GetVolumeSettings,0x5391820,REAL,no,impl 0x5391820: 48895c24085556574883ec2033ff498b
ULokiGameUserSettings,InitializeCameraSettings,0x53918F0,REAL,no,impl 0x53918F0: 488b42204533c04885c0410f95c04c03
ULokiGameUserSettings,IsADSToggleEnabled,0x5391910,REAL,no,impl 0x5391910: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,IsCursorCharacterAimEnabled,0x4C74200,REAL,no,impl 0x4C74200: 488b42204533c94885c0410f95c14c03
ULokiGameUserSettings,IsDragToPanCameraInverted,0x5391940,REAL,no,impl 0x5391940: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,IsDragToPanCameraResetOnRelease,0x5391970,REAL,no,impl 0x5391970: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,IsHideNonPartyPlayerNamesEnabled,0x53919A0,REAL,no,impl 0x53919A0: 40534883ec20488b42204533c94885c0
ULokiGameUserSettings,ResetVoiceSettings,0x5391A80,REAL,no,tail-call target 0x569E290 on dark page 0x569E000; wrapper's own prologue looked real
ULokiGameUserSettings,SetADSPanDistance,0x5391AA0,REAL,no,impl 0x5391AA0: 48895c2408574883ec20488bdac74424
ULokiGameUserSettings,SetADSToggleEnabled,0x5391B20,REAL,no,impl 0x5391B20: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetCameraDeadzone,0x5391BB0,REAL,no,impl 0x5391BB0: 48895c2408574883ec20488bdac74424
ULokiGameUserSettings,SetCameraMaxzone,0x5391C30,REAL,no,impl 0x5391C30: 48895c2408574883ec20488bdac74424
ULokiGameUserSettings,SetCameraOffsetSensitivity,0x5391CB0,REAL,no,impl 0x5391CB0: 48895c2408574883ec20488bdac74424
ULokiGameUserSettings,SetCameraPanDistFrac,0x5391D30,REAL,no,impl 0x5391D30: 48895c2408574883ec20488bdac74424
ULokiGameUserSettings,SetCameraPanSpeed,0x5391DB0,REAL,no,impl 0x5391DB0: 48895c2408574883ec20488bdac74424
ULokiGameUserSettings,SetCameraPreset,0x5391E30,REAL,no,impl 0x5391E30: 48895c2408574883ec20488bdac64424
ULokiGameUserSettings,SetCameraSmoothCorrections,0x5391EB0,REAL,no,impl 0x5391EB0: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetCameraSpringPower,0x5391F40,REAL,no,impl 0x5391F40: 48895c2408574883ec20488bdac74424
ULokiGameUserSettings,SetCameraStabilityMode,0x5391FC0,REAL,no,impl 0x5391FC0: 48895c2408574883ec20488bdac64424
ULokiGameUserSettings,SetCameraV2Preset,0x5392040,REAL,no,impl 0x5392040: 48895c2408574883ec20488bdac64424
ULokiGameUserSettings,SetCameraZoomoutOnGlide,0x53920C0,REAL,no,impl 0x53920C0: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetCoreGameVoiceAutomatic,0x5392150,REAL,no,impl 0x5392150: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetCoreGameVoiceEnabled,0x53921E0,REAL,no,impl 0x53921E0: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetCurrentMonitorAndResolution,0x5392270,REAL,no,impl 0x5392270: 48895c24084889742418574883ec3033
ULokiGameUserSettings,SetCursorCharacterAim,0x5392380,REAL,no,impl 0x5392380: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetDashInputMode,0x5392410,REAL,no,impl 0x5392410: 48895c2408574883ec20488bdac64424
ULokiGameUserSettings,SetDefaultFieldOfView,0x5392490,REAL,no,impl 0x5392490: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetDelayedZoomOutOnGlide,0x5392520,REAL,no,impl 0x5392520: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetDragToPanCameraInverted,0x53925B0,REAL,no,impl 0x53925B0: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetDragToPanCameraResetOnRelease,0x5392640,REAL,no,impl 0x5392640: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetDragToPanCameraSpeed,0x53926D0,REAL,no,impl 0x53926D0: 48895c2408574883ec20488bdac74424
ULokiGameUserSettings,SetDynamicCameraDownMultiplier,0x5392750,REAL,no,impl 0x5392750: 48895c2408574883ec20488bdac74424
ULokiGameUserSettings,SetDynamicCameraQuadraticAcceleration,0x53927D0,REAL,no,impl 0x53927D0: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetEXDashInputMode,0x5392860,REAL,no,impl 0x5392860: 48895c2408574883ec20488bdac64424
ULokiGameUserSettings,SetFrameRateBackground,0x53928E0,REAL,no,impl 0x53928E0: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetFrameRateGame,0x5392970,REAL,no,impl 0x5392970: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetFrameRateMenu,0x5392A00,REAL,no,impl 0x5392A00: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetGraphicsRHI,0x5392A90,REAL,no,impl 0x5392A90: 48895c2408574883ec20488bdac64424
ULokiGameUserSettings,SetHideNonPartyPlayerNamesEnabled,0x5392B10,REAL,no,impl 0x5392B10: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetImageSharpening,0x5392BA0,REAL,no,impl 0x5392BA0: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetIncompatibleSoftwareLastSeen,0x5392C30,REAL,no,impl 0x5392C30: 48895c240848896c2410488974241857
ULokiGameUserSettings,SetInvertMouse,0x5392D20,REAL,no,impl 0x5392D20: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetLumenEnabled,0x5392DB0,REAL,no,impl 0x5392DB0: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetMaxDynamicCameraOffset,0x5392E40,REAL,no,impl 0x5392E40: 48895c2408574883ec20488bdac74424
ULokiGameUserSettings,SetMessageOfTheDayLastSeen,0x5392EC0,REAL,no,impl 0x5392EC0: 48895c240848896c2410488974241857
ULokiGameUserSettings,SetMouseSensitivity,0x5392FB0,REAL,no,impl 0x5392FB0: 48895c2408574883ec20488bdac74424
ULokiGameUserSettings,SetMouseSensitivityADS,0x5393030,REAL,no,impl 0x5393030: 48895c2408574883ec20488bdac74424
ULokiGameUserSettings,SetPartyVoiceAutomatic,0x53930B0,REAL,no,impl 0x53930B0: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetPartyVoiceEnabled,0x5393140,REAL,no,impl 0x5393140: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetPreferredAudioInputDevice,0x53931D0,REAL,no,impl 0x53931D0: 48895c240848896c2410488974241857
ULokiGameUserSettings,SetPreferredAudioOutputDevice,0x53932C0,REAL,no,impl 0x53932C0: 48895c240848896c2410488974241857
ULokiGameUserSettings,SetRecommendedItemsEnabled,0x53933B0,REAL,no,impl 0x53933B0: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetShowFPS,0x5393440,REAL,no,impl 0x5393440: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetSoloPlayerCamDistanceFar,0x53934D0,REAL,no,impl 0x53934D0: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetSpectatorCameraDragScrollButtonsInverted,0x5393560,REAL,no,impl 0x5393560: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetSpectatorCameraDragScrollInverted,0x53935F0,REAL,no,impl 0x53935F0: 48895c24084889742418574883ec2033
ULokiGameUserSettings,SetSpectatorCameraDragScrollSpeed,0x5393680,REAL,no,impl 0x5393680: 48895c2408574883ec20488bdac74424
ULokiGameUserSettings,SetVoiceLanguage,0x5393990,REAL,no,impl 0x5393990: 48895c240848896c2410488974241857
ULokiGameUserSettings,SetVoiceSettingsConfirmed,0x5393A80,REAL,no,impl 0x5393A80: 48895c24084889742418574883ec2033
ULokiGameViewportClient,ForceFullSlateInvalidation_Expensive,0x539C440,REAL,no,impl 0x539C440: 488b422033c94885c00f95c14803c848
ULokiGenericConfigGlobals,GetBoolConfig,0x539C6A0,REAL,no,impl 0x539C6A0: 48895c24085556574883ec2033ff498b
ULokiGenericConfigGlobals,GetFloatConfig,0x539CB00,REAL,no,impl 0x539CB00: 48895c24205556574883ec50488b0575
ULokiGenericConfigGlobals,GetFromContextObject,0x539CC00,REAL,no,impl 0x539CC00: 48895c24084889742418574883ec2033
ULokiGenericConfigGlobals,GetIntConfig,0x539D340,REAL,no,impl 0x539D340: 48895c24205556574883ec50488b0535
ULokiGenericConfigGlobals,GetVectorConfig,0x539D770,REAL,no,impl 0x539D770: 48895c24085556574883ec5033ff498b
ALokiGliderActor,Initialize,0x3322890,REAL,no,impl 0x3322890: 488b42204533c04885c0410f95c04c03
ULokiHazardGlobals,GetFromContextObject,0x539CD20,REAL,no,impl 0x539CD20: 48895c24084889742418574883ec2033
ULokiHazardGlobals,GetHazardByName,0x539CDD0,REAL,no,impl 0x539CDD0: 48895c240848896c2418488974242057
ALokiHeightMap,Dirty,0x539C350,REAL,YES,impl 0x539C350: 48895c240848896c2410488974241857
ALokiHeightMap,uncher,0x3204850,REAL,YES,impl 0x3204850: 4883ec480f10094c8b4210488bc2488b
USharedImageConstRefBlueprintFns,uncher,0x5397C90,REAL,YES,impl 0x5397C90: 40534883ec40488b42184c8bd24c8b4a
ALokiHeightMap,GetHeightDebug,0x539D020,REAL,YES,impl 0x539D020: 405355565741564883ec2033ffc74424
UTypedElementRegistry,auncher,0x1FB5FC0,DARK,YES,page 0x1FB5000 all-zero
ALokiHeightMap,GetTerrainPercentInRadius,0x539D600,REAL,YES,impl 0x539D600: 48895c24084889742418574883ec6049
ALokiHeightMap,IsAbyss,0x539D9E0,REAL,YES,impl 0x539D9E0: 48895c240848896c2418488974242057
ALokiHeightMap,IsAllAbyssInRadius,0x539DAD0,REAL,YES,impl 0x539DAD0: 48895c24085556574883ec60498bf048
ALokiHeightMap,IsTerrainInRadius,0x539DC50,REAL,YES,impl 0x539DC50: 48895c24084889742420574883ec6049
ULokiHeroAsset,AreHeroAssetsEnabled,0x52E0D00,REAL,no,impl 0x52E0D00: 48895c2408574883ec2033ffc6442438
ULokiHeroAsset,GetHeroAssetId,0x539D1B0,REAL,no,impl 0x539D1B0: 40534883ec30488b42204533c94885c0
ULokiHeroBarkComponent,GetOwningPlayerState,0x539D490,REAL,no,impl 0x539D490: 40534883ec20488b42204533c94885c0
ULokiHeroBarkComponent,LoadCosmeticAsset,0x539DF30,REAL,no,impl 0x539DF30: 48895c24084889742410574883ec4033
ULokiHeroBarkComponent,LoadHeroAsset,0x539DFD0,REAL,no,impl 0x539DFD0: 48895c24084889742410574883ec4033
ULokiHeroBarkComponent,OnHeroClassChanged,0x539E090,REAL,no,impl 0x539E090: 488b42204533c04885c0410f95c04c03
ULokiHeroBarkComponent,OnParticipantDetailsChanged,0x539E160,REAL,no,impl 0x539E160: 488b42204533c04885c0410f95c04c03
ULokiHeroBarkComponent,Reset,0x539E460,REAL,no,impl 0x539E460: 488b42204533c04885c0410f95c04c03
ULokiHeroBarkComponent,SetCosmeticBundleClass,0x539E480,REAL,no,impl 0x539E480: 48895c24084889742418574883ec2033
ULokiHeroBarkComponent,SetFallbackCosmeticBundleClass,0x539E5C0,REAL,no,impl 0x539E5C0: 48895c24084889742418574883ec2033
ULokiHeroBarkComponent,SetUpBarkDataFromCosmeticsBundle,0x539E790,REAL,no,impl 0x539E790: 405355565741564883ec2033ff4d8bf0
ULokiHeroBarkComponent,TryLoadInitialData,0x539E970,REAL,no,impl 0x539E970: 488b42204533c04885c0410f95c04c03
ALokiHeroCharacter,AddRevivingEffectV2,0x539BF70,STRIPPED,no,wrapper-hides-stub 0x539BF70 -> call 0xF7EC20 -> fold: void_ret (c2 00 00)
ALokiHeroCharacter,AddSpellBlockingBloomDecay,0x539C050,REAL,no,impl 0x539C050: 488b42204533c04885c0410f95c04c03
ALokiHeroCharacter,AddStompingEffectV2,0x539BF70,STRIPPED,no,wrapper-hides-stub 0x539BF70 -> call 0xF7EC20 -> fold: void_ret (c2 00 00)
ALokiHeroCharacter,AuthKnockedActorEnter,0x2C2CE30,STRIPPED,no,wrapper-hides-stub 0x2C2CE30 -> call 0xF7EC20 -> fold: void_ret (c2 00 00)
ALokiHeroCharacter,AuthKnockedActorExit,0x2C2CE30,STRIPPED,no,wrapper-hides-stub 0x2C2CE30 -> call 0xF7EC20 -> fold: void_ret (c2 00 00)
ALokiHeroCharacter,AuthSetYawClamp,0x539C070,REAL,no,impl 0x539C070: 48895c24085556574883ec3033ff488b
ALokiHeroCharacter,ClientPulseBloom,0x539C180,REAL,no,impl 0x539C180: 48895c2410574883ec20488bdac74424
ALokiHeroCharacter,ClientSetYawClamp,0x539C210,REAL,no,impl 0x539C210: 48895c24185556574883ec2033ff488b
ALokiHeroCharacter,ClientShowHeroShadowPose,0x539C330,REAL,no,impl 0x539C330: 488b42204533c04885c0410f95c04c03
ALokiHeroCharacter,GetAbilityClassForInputID,0x539C460,REAL,no,impl 0x539C460: 48895c24084889742418574883ec2049
ALokiHeroCharacter,GetAllPowerContexts,0x539C4F0,REAL,no,impl 0x539C4F0: 48895c2408574883ec304c8b4a2033c0
ALokiHeroCharacter,GetArmorContext,0x539C570,REAL,no,impl 0x539C570: 48895c2408574883ec60488b42204533
ALokiHeroCharacter,GetBackpedalRatio,0x539C670,REAL,no,impl 0x539C670: 40534883ec20488b42204533c94885c0
ALokiHeroCharacter,GetCosmeticsAssetID,0x539C770,REAL,no,impl 0x539C770: 488b42204533c94885c0410f95c14c03
ALokiHeroCharacter,GetCosmeticsController,0x539C7A0,REAL,no,impl 0x539C7A0: 488b42204533c94885c0410f95c14c03
ALokiHeroCharacter,GetCurrentBloomAngle,0x539C7C0,REAL,no,impl 0x539C7C0: 40534883ec20488b42204533c94885c0
ALokiHeroCharacter,GetCurrentGems,0x539C7F0,REAL,no,impl 0x539C7F0: 40534883ec20488b42204533c94885c0
ALokiHeroCharacter,GetCurrentGold,0x539C820,REAL,no,impl 0x539C820: 40534883ec20488b42204533c94885c0
ALokiHeroCharacter,GetDefaultRecommendedLoadoutFromClass,0x539C850,REAL,no,impl 0x539C850: 405356574883ec2033ff498bf048897c
ALokiHeroCharacter,GetEnabledAbilityUpgrades,0x539C920,REAL,no,impl 0x539C920: 48895c24084889742420574881eca000
ALokiHeroCharacter,GetEquipmentSnapshot,0x539CAC0,REAL,no,impl 0x539CAC0: 40534881ec90000000488b42204533c9
ALokiHeroCharacter,GetGliderActor,0x539CDB0,REAL,no,impl 0x539CDB0: 488b42204533c94885c0410f95c14c03
ALokiHeroCharacter,GetHeroAsset,0x539D140,REAL,no,impl 0x539D140: 40534883ec20488b42204533c94885c0
ALokiHeroCharacter,GetHeroAssetId,0x539D170,REAL,no,impl 0x539D170: 40534883ec30488b42204533c94885c0
ALokiHeroCharacter,GetHeroIdentificationTag,0x539D1F0,REAL,no,impl 0x539D1F0: 40534883ec20488b42204533c94885c0
ALokiHeroCharacter,GetHeroTitle,0x539D230,REAL,no,impl 0x539D230: 48895c2408574883ec304c8b4a2033c0
ALokiHeroCharacter,GetLastTargetDamaged,0x539D440,REAL,no,impl 0x539D440: 488b42204533c94885c0410f95c14c03
ALokiHeroCharacter,GetOverrideCosmeticsAssetID,0x539D460,REAL,no,impl 0x539D460: 488b42204533c94885c0410f95c14c03
ALokiHeroCharacter,GetPlayerDisplayName,0x539D4C0,REAL,no,impl 0x539D4C0: 48895c2408574883ec304c8b4a2033c0
ALokiHeroCharacter,GetProjectileSpawnDistance,0x539D540,REAL,no,impl 0x539D540: 40534883ec20488b42204533c94885c0
ALokiHeroCharacter,GetReplicatedItemTier,0x539D570,REAL,no,impl 0x539D570: 48895c24084889742418574883ec2049
ALokiHeroCharacter,GetValidPowerContexts,0x539D6F0,REAL,no,impl 0x539D6F0: 48895c2408574883ec304c8b4a2033c0
ALokiHeroCharacter,GetWispActor,0x539D860,REAL,no,impl 0x539D860: 488b42204533c94885c0410f95c14c03
ALokiHeroCharacter,GetXPModifierForPlayerKnock,0x539D880,REAL,no,impl 0x539D880: 48895c24085556574883ec2033ff498b
ALokiHeroCharacter,HandleGameplaySpellActivated,0x539D950,REAL,no,impl 0x539D950: 48895c24084889742418574883ec2033
ALokiHeroCharacter,InDeathCircleTagChangedCallback,0x52FF100,STRIPPED,no,wrapper-hides-stub 0x52FF100 -> call 0xF7EC20 -> fold: void_ret (c2 00 00)
ALokiHeroCharacter,IsAtOrAboveManaSoftCap,0x52FD980,STRIPPED,no,wrapper-hides-stub 0x52FD980 -> call 0xF7EB60 -> fold: xor al;al; ret (LokiIsServer FALSE)
ALokiHeroCharacter,IsNextShotEmpowered,0x539DC20,REAL,no,impl 0x539DC20: 40534883ec20488b42204533c94885c0
ALokiHeroCharacter,LevelChanged,0x539DD90,REAL,no,impl 0x539DD90: 48895c24084889742418574883ec2033
ALokiHeroCharacter,ListeningTagChangedCallback,0x539DE60,REAL,no,impl 0x539DE60: 48895c24084889742418574883ec2033
ALokiHeroCharacter,OnCharacterVisibilityUpdated,0x539E070,REAL,no,impl 0x539E070: 488b42204533c04885c0410f95c04c03
ALokiHeroCharacter,OnMovementAbilitiesUpdateReady,0x539E0B0,REAL,no,impl 0x539E0B0: 488b42204533c04885c0410f95c04c03
ALokiHeroCharacter,OnNewDeathCirclePhase,0x539E0D0,REAL,no,impl 0x539E0D0: 48895c24084889742418574883ec2033
ALokiHeroCharacter,OnRep_CosmeticsAssetID,0x539E220,REAL,no,impl 0x539E220: 488b42204533c04885c0410f95c04c03
ALokiHeroCharacter,OnRep_HeroPredropHidden,0x539E240,REAL,no,impl 0x539E240: 488b42204533c04885c0410f95c04c03
ALokiHeroCharacter,OnRep_OverrideCosmeticsAssetID,0x539E260,REAL,no,impl 0x539E260: 488b42204533c04885c0410f95c04c03
ALokiHeroCharacter,OnRep_OwnedCosmeticsFeatures,0x539E280,REAL,no,impl 0x539E280: 488b42204533c04885c0410f95c04c03
ALokiHeroCharacter,OnRep_UpdateVisionGranters,0x539E2A0,REAL,no,impl 0x539E2A0: 488b42204533c04885c0410f95c04c03
ALokiHeroCharacter,OnRepArmor,0x539E180,REAL,no,impl 0x539E180: 488b42204533c04885c0410f95c04c03
ALokiHeroCharacter,OnRepGems,0x539E1A0,REAL,no,impl 0x539E1A0: 488b42204533c04885c0410f95c04c03
ALokiHeroCharacter,OnRepGold,0x539E1C0,REAL,no,impl 0x539E1C0: 488b42204533c04885c0410f95c04c03
ALokiHeroCharacter,OnRepPackedItemTiers,0x539E1E0,REAL,no,impl 0x539E1E0: 488b42204533c04885c0410f95c04c03
ALokiHeroCharacter,OnRepPower1,0x539E200,REAL,no,impl 0x539E200: 488b42204533c04885c0410f95c04c03
ALokiHeroCharacter,OnRepPower2,0x539E200,REAL,no,impl 0x539E200: 488b42204533c04885c0410f95c04c03
ALokiHeroCharacter,PulseBloom,0x539E2C0,STRIPPED,no,wrapper-hides-stub 0x539E2C0 -> call 0xFC6CF0 -> fold: xorps xmm0;xmm0; ret (0.0f)
