rva,section,recorded_name,proposed_name,proposed_class,confidence,verdict,name_check,fn_entry,fn_offset,fn_tier,fn_extent,n_strings,evidence,why,record_kind,n_sources,sources,recorded_alts,sample_context
0x562BED0,.text,HuntersJourney_C,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x562BED0,+0x0,pdata-EXACT,47,0,,,"bare,labeled",12,docs/session-83-84-summary.md;docs/session-83-passes-tier-grid-solved.txt;git-log;memory/supervive-passes-battlepass-status.md;tools/sigbypass-mod/battlepass_adopt_fix.cpp,LokiAssetLoader;BlueprintGeneratedClass;ResolveKey,"* The old note ""P = S[+0x238]"" is WRONG. Live: `0x562BC70` → LokiAssetLoader, `0x562BED0` → **P ="
0x562E9F6,.text,GetHeroAssetFromPrimaryAssetId,,,,INTERIOR,NO-NAME-EVIDENCE,0x562E970,+0x86,HIGH-heuristic,144,0,,,"bare,labeled",15,docs/session-46-bp-hero-list-filter-FOUND.txt;docs/session-47-pickup.txt;docs/session-47-tile-widget-FOUND.txt;docs/session-48-pickup.txt;docs/session-49-pickup-selected-hunter-click-routing.txt;git-log,GetHeroCharacterList;ReturnValue;LokiAssetBlueprintLibrary,a sibling in LokiAssetBlueprintLibrary. Disassembled the impl (entry +0x562E9F6; args rcx=out
0x562EA00,.text,OutputExecs,Failed to load hero asset with ID %s,,LOW,ENTRY-OK,DISAGREES,0x562EA00,+0x0,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56","bare,labeled",3,docs/session-46-bp-hero-list-filter-FOUND.txt;memory/supervive-hero-roster-blocker.md,GetHeroCharacterList;GetHeroAssetFromPrimaryAssetId,"0x7FF6880AEA00 (RVA +0x562EA00) — the impl sits IMMEDIATELY BEFORE GetHeroCharacterList (+0x562EB7B),"
0x562EA11,.text,OutputExecs,Failed to load hero asset with ID %s,,LOW,INTERIOR,DISAGREES,0x562EA00,+0x11,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56",bare,4,docs/session-46-bp-hero-list-filter-FOUND.txt;git-log;memory/supervive-hero-roster-blocker.md,,"+0x562EA11  mov byte [r8], 0x1                                  ; *** OutputExecs = 1 (REJECT) by default"
0x562EA15,.text,OutputExecs,Failed to load hero asset with ID %s,,LOW,INTERIOR,DISAGREES,0x562EA00,+0x15,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56",bare,1,tools/sigbypass-mod/hero_resolve_probe.cpp,,"// At +0x562EB2E: r15=OutputExecs ptr, rdi=the object being returned, r14=id ptr (set +0x562EA15)."
0x562EA18,.text,,Failed to load hero asset with ID %s,,LOW,INTERIOR,NO-RECORDED-NAME,0x562EA00,+0x18,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56",bare,1,docs/session-46-bp-hero-list-filter-FOUND.txt,,"+0x562EA18  cmp [id.Type], [rip global] ; jz .. else reject     ; only Hero-type ids proceed"
0x562EA40,.text,GetCatalogManagerSingleton,Failed to load hero asset with ID %s,,LOW,INTERIOR,DISAGREES,0x562EA00,+0x40,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56",bare,3,docs/session-46-bp-hero-list-filter-FOUND.txt,,+0x562EA40  call +0x565E1C0            ; GetCatalogManagerSingleton (vtable slot 49 [rax+0x188] +
0x562EA45,.text,,Failed to load hero asset with ID %s,,LOW,INTERIOR,NO-RECORDED-NAME,0x562EA00,+0x45,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56",bare,1,docs/session-46-bp-hero-list-filter-FOUND.txt,,+0x562EA45  test rax; jz REJECT
0x562EA51,.text,GetHeroAssetFromPrimaryAssetId,Failed to load hero asset with ID %s,,LOW,INTERIOR,AGREES,0x562EA00,+0x51,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56","bare,labeled",16,docs/catalog-probe-marker.txt;docs/session-46-bp-hero-list-filter-FOUND.txt;docs/session-47-pickup.txt;git-log;memory/supervive-hero-roster-blocker.md;tools/sigbypass-mod/catalog_probe.cpp,SafeReadable;RingLogf;RingLog,[patch] resolver +0x562EA51 patched at Hero call -> capStub 00007FF68D470000
0x562EA56,.text,TMap,Failed to load hero asset with ID %s,,LOW,INTERIOR,NO-RECORDED-NAME,0x562EA00,+0x56,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56",bare,2,docs/session-46-bp-hero-list-filter-FOUND.txt;tools/sigbypass-mod/catalog_probe.cpp,,"+0x562EA56  mov rsi, rax                    ;   owns an embedded TMap)"
0x562EA59,.text,,Failed to load hero asset with ID %s,,LOW,INTERIOR,NO-RECORDED-NAME,0x562EA00,+0x59,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56",bare,1,docs/session-46-bp-hero-list-filter-FOUND.txt,,+0x562EA59  test rsi; jz REJECT
0x562EA62,.text,TMap,Failed to load hero asset with ID %s,,LOW,INTERIOR,NO-RECORDED-NAME,0x562EA00,+0x62,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56",bare,2,docs/session-46-bp-hero-list-filter-FOUND.txt;docs/session-47-pickup.txt,,"+0x562EA62  mov ecx,[rsi+0xc]; shr 0x1e; not cl; test cl,1; jz REJECT   ; reject if [rsi+0xc] bit30 set"
0x562EA7D,.text,,Failed to load hero asset with ID %s,,LOW,INTERIOR,NO-RECORDED-NAME,0x562EA00,+0x7D,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56",bare,1,docs/session-46-bp-hero-list-filter-FOUND.txt,,"+0x562EA7D  cmp id.Type, [global]; jnz REJECT                           ; must be Hero type"
0x562EA8B,.text,,Failed to load hero asset with ID %s,,LOW,INTERIOR,NO-RECORDED-NAME,0x562EA00,+0x8B,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56",bare,1,docs/session-46-bp-hero-list-filter-FOUND.txt,,+0x562EA8B  hash the id (call +0x12EA210)
0x562EA90,.text,TMap,Failed to load hero asset with ID %s,,LOW,INTERIOR,NO-RECORDED-NAME,0x562EA00,+0x90,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56",bare,1,docs/session-46-bp-hero-list-filter-FOUND.txt,,+0x562EA90..  search rsi's embedded TMap (fields at rsi+0x30/+0x38/+0x64/+0x68/+0x70/+0x78) for the id
0x562EAD5,.text,TMap,Failed to load hero asset with ID %s,,LOW,INTERIOR,NO-RECORDED-NAME,0x562EA00,+0xD5,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56",bare,1,tools/sigbypass-mod/hero_resolve_probe.cpp,,// TMap-hit path (+0x562EAD5 jz +0x562EB02) and the cookie path converge to:
0x562EAE1,.text,,Failed to load hero asset with ID %s,,LOW,INTERIOR,NO-RECORDED-NAME,0x562EA00,+0xE1,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56",bare,1,docs/session-46-bp-hero-list-filter-FOUND.txt,,"- MISS  -> +0x562EAE1 -> (if global>=2) cookie-resolver +0x12F4230, checks [rax+8]; else REJECT"
0x562EB02,.text,TMap,Failed to load hero asset with ID %s,,LOW,INTERIOR,NO-RECORDED-NAME,0x562EA00,+0x102,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56",bare,1,tools/sigbypass-mod/hero_resolve_probe.cpp,,// TMap-hit path (+0x562EAD5 jz +0x562EB02) and the cookie path converge to:
0x562EB1A,.text,,Failed to load hero asset with ID %s,,LOW,INTERIOR,NO-RECORDED-NAME,0x562EA00,+0x11A,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56",bare,1,tools/sigbypass-mod/hero_resolve_probe.cpp,,"//   +0x562EB1A  mov rdi,[rax]          ; rdi = *(entry+0x10) = the resolved object (returned in RAX)"
0x562EB22,.text,TMap,Failed to load hero asset with ID %s,,LOW,INTERIOR,NO-RECORDED-NAME,0x562EA00,+0x122,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56","bare,labeled",3,docs/session-46-bp-hero-list-filter-FOUND.txt;docs/session-47-pickup.txt;tools/sigbypass-mod/hero_resolve_probe.cpp,,... resolve id -> object (TMap find + object fetch); at +0x562EB22 check obj flags
0x562EB2E,.text,NearAlloc,Failed to load hero asset with ID %s,,LOW,INTERIOR,DISAGREES,0x562EA00,+0x12E,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56","bare,labeled",23,docs/hero-resolve-probe-marker.txt;docs/session-46-bp-hero-list-filter-FOUND.txt;docs/session-47-pickup.txt;docs/session-47-tile-widget-FOUND.txt;docs/session-49-pickup-selected-hunter-click-routing.txt;git-log,OutputExecs;RingLogf;RingLog,[patch] keep-set +0x562EB2E patched -> keepStub 00007FF68D470000
0x562EB32,.text,,Failed to load hero asset with ID %s,,LOW,INTERIOR,NO-RECORDED-NAME,0x562EA00,+0x132,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56",bare,1,tools/sigbypass-mod/hero_resolve_probe.cpp,,"//   +0x562EB32  jmp +0x562EB5D         ; -> epilogue (mov rax,rdi ; ret)"
0x562EB34,.text,,Failed to load hero asset with ID %s,,LOW,INTERIOR,NO-RECORDED-NAME,0x562EA00,+0x134,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56",bare,1,docs/session-46-bp-hero-list-filter-FOUND.txt,,"(failure path +0x562EB34 -> call +0x562EB49 = the ""Invalid Primary Asset Type/Id"" warning S45 saw)"
0x562EB49,.text,,Failed to load hero asset with ID %s,,LOW,INTERIOR,NO-RECORDED-NAME,0x562EA00,+0x149,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56",labeled,1,docs/session-46-bp-hero-list-filter-FOUND.txt,,"(failure path +0x562EB34 -> call +0x562EB49 = the ""Invalid Primary Asset Type/Id"" warning S45 saw)"
0x562EB5D,.text,OutputExecs,Failed to load hero asset with ID %s,,LOW,INTERIOR,DISAGREES,0x562EA00,+0x15D,pdata-EXACT,379,1,Failed to load hero asset with ID %s,"best string, score 56","bare,labeled",6,docs/session-47-tile-widget-FOUND.txt;tools/sigbypass-mod/hero_resolve_probe.cpp,,"(OutputExecs=0=KEEP), records {id.Type, id.Name, rdi=the returned object}, and `jmp +0x562EB5D` (epilogue)."
0x562EB7B,.text,GetHeroCharacterList,Failed to load hero asset with ID %s,,LOW,INTERIOR,AGREES,0x562EA00,+0x17B,MED-heuristic,384,1,Failed to load hero asset with ID %s,"best string, score 56","bare,labeled",10,docs/session-45-crash-capture-tooling-and-gate.txt;docs/session-46-bp-hero-list-filter-FOUND.txt;docs/session-47-pickup.txt;docs/session-47-tile-widget-FOUND.txt;docs/session-48-pickup.txt;memory/supervive-hero-roster-blocker.md,GetPrimaryAssetIdList;WorldContext;AssetListKind,"grid-widget populate fn (caller 1, +0x562EB7B..) has `this` in rcx (mov rbx,rcx). It calls"
0x562EB8D,.text,AssetListKind,,,,INTERIOR,NO-NAME-EVIDENCE,0x562EB80,+0xD,pdata-EXACT,135,0,,,bare,1,docs/session-46-bp-hero-list-filter-FOUND.txt,,"+0x562EB8D  movzx edi, r8b                 ; dil = AssetListKind"
0x562EB97,.text,OutList,,,,INTERIOR,NO-NAME-EVIDENCE,0x562EB80,+0x17,pdata-EXACT,135,0,,,bare,1,docs/session-46-bp-hero-list-filter-FOUND.txt,,"+0x562EB97  mov [rdx+8], 0                 ; OutList.Num = 0  (clear)"
0x562EBCC,.text,AssetManager,,,,INTERIOR,NO-NAME-EVIDENCE,0x562EB80,+0x4C,pdata-EXACT,135,0,,,bare,1,docs/session-46-bp-hero-list-filter-FOUND.txt,,... resolve this->[vtbl+0x188]() (slot 49) -> holder ; get AssetManager (+0x562EBCC) ...
0x562EBDA,.text,AssetListKind,,,,INTERIOR,NO-NAME-EVIDENCE,0x562EB80,+0x5A,pdata-EXACT,135,0,,,bare,1,docs/session-46-bp-hero-list-filter-FOUND.txt,,"+0x562EBDA  cmp dil, 3 ; jnb return        ; AssetListKind >= 3 => bail (empty)"
0x562EBEA,.text,,,,,INTERIOR,NO-RECORDED-NAME,0x562EB80,+0x6A,pdata-EXACT,135,0,,,bare,1,docs/session-46-bp-hero-list-filter-FOUND.txt,,"+0x562EBEA  mov rdx, [Hero FName global]"
0x562EBF7,.text,GetPrimaryAssetIdList,,,,INTERIOR,NO-NAME-EVIDENCE,0x562EB80,+0x77,pdata-EXACT,135,0,,,"bare,labeled",13,docs/session-45-crash-capture-tooling-and-gate.txt;docs/session-46-bp-hero-list-filter-FOUND.txt;docs/session-46-pickup.txt;docs/session-47-pickup.txt;docs/session-47-tile-widget-FOUND.txt;memory/supervive-hero-roster-blocker.md,GetIdList;AssetMgr;AssetListKind,"`call [r10+0x370]` (slot 110) at +0x562EBF7. AFTER it returns, the populate loop (over the"
0x562EBFE,.text,GetIdList,,,,INTERIOR,NO-RECORDED-NAME,0x562EB80,+0x7E,pdata-EXACT,135,0,,,"bare,labeled",13,docs/session-45-crash-capture-tooling-and-gate.txt;docs/session-46-bp-hero-list-filter-FOUND.txt;docs/session-46-pickup.txt;docs/session-47-pickup.txt;docs/session-47-tile-widget-FOUND.txt;docs/trace-caller-marker.txt,AssetListKind;GetPrimaryAssetIdList;ChangeBundleState,caller RVA +0x562EBFE   and   caller RVA +0x3965BFC
0x562EC26,.text,AssetListKind,,,,INTERIOR,NO-NAME-EVIDENCE,0x562EC07,+0x1F,pdata-EXACT,254,0,,,bare,2,docs/session-46-bp-hero-list-filter-FOUND.txt,,"+0x562EC26  sub ecx,1; jz .. ; cmp ecx,1;  ; AssetListKind 1 vs 2 dispatch -> the flag-gate loop"
0x562EC85,.text,TMap,,,,INTERIOR,NO-RECORDED-NAME,0x562EC07,+0x7E,pdata-EXACT,254,0,,,bare,4,docs/session-45-crash-capture-tooling-and-gate.txt;tools/sigbypass-mod/probe_r14.cpp,,"(+0x562EC85, an E8 rel32) to a log-stub that records rcx(=r14) + [r14+0x60] TMap header/keys"
0x5633EE8,.text,LogLokiAssetLoader,Failed to load store offer asset with ID %s,,LOW,INTERIOR,AGREES,0x5633D90,+0x158,pdata-EXACT,408,1,Failed to load store offer asset with ID %s,"best string, score 56",bare,1,memory/supervive-store-status.md,,"@ **modRVA 0x5633EE8** (log call 0x5633EF6, LogLokiAssetLoader). Disasm shows the fn"
0x5633EF6,.text,LogLokiAssetLoader,Failed to load store offer asset with ID %s,,LOW,INTERIOR,AGREES,0x5633D90,+0x166,pdata-EXACT,408,1,Failed to load store offer asset with ID %s,"best string, score 56",labeled,1,memory/supervive-store-status.md,,"@ **modRVA 0x5633EE8** (log call 0x5633EF6, LogLokiAssetLoader). Disasm shows the fn"
0x564FD00,.text,,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x564F000 is all-zero in this dump (never decrypted),bare,7,docs/session-83-passes-tier-grid-solved.txt;memory/supervive-passes-battlepass-status.md,,"Also falsified: `0x55608E0` as the ingester — its callee page `0x564FD00` is all-zero in vmbuild,"
0x565E1C0,.text,CatalogManager,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x565E1C0,+0x0,pdata-EXACT,30,0,,,"bare,labeled",21,docs/session-45-crash-capture-tooling-and-gate.txt;docs/session-46-bp-hero-list-filter-FOUND.txt;docs/session-46-pickup.txt;docs/session-47-pickup.txt;git-log;memory/supervive-hero-roster-blocker.md,GetCatalogManagerSingleton;FPrimaryAssetId;CatalogEntry,r14 = Singleton(+0x565E1C0)->[+0x1f0]->[+0x190]  (a NESTED member of a game singleton; NOT the
0x5690AC0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x5690AC0,+0x0,pdata-EXACT,16,0,,,bare,1,tools/sigbypass-mod/tutorial_launch.cpp,,"constexpr uintptr_t kGetRva=0x55DB6DE, kStoreGetterRva=0x5690AC0;   // checked Get 0x7FF6BAACB6DE, storeGetter 0x7FF6BAB80AC0"
0x5693D20,.text,PlayerState,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x5693D20,+0x0,pdata-EXACT,61,0,,,bare,1,docs/tutorial-playability-plan.md,,"**base+0x56BDF10** (the ""local player"" accessor): `0x5693D20(rcx)` -> holder; `lea rbx,[holder+0x3C0]` (= PC->PlayerState);"
0x569A1B1,.text,MoveForward,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x569A000 is all-zero in this dump (never decrypted),"anchored,bare",7,docs/fk2-input-settled.md;docs/next-session-prompt-s81.md;docs/session-81-disconnect-characterized.txt;git-log;memory/supervive-dedicated-server-status.md;tools/sigbypass-mod/ds_hybrid.cpp,LokiPlayerController::MoveForward;GetMaxSpeed;ProcessInternal,> movement. Disasm shows it is the SPECTATOR/free-cam path — at `base+0x569A1B1` it does
0x56BA9E0,.text,IAbilitySystemInterface::GetAbilitySystemComponent,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x56BA000 is all-zero in this dump (never decrypted),"bare,labeled",9,docs/coverage-audit-s101.md;docs/session-74-pathA-step0-null.md;docs/session-99-animation-verified.md;git-log;memory/supervive-tutorial-launch-status.md,PlayerState;LokiPlayerState_HeroAffiliated;IAbilitySystemInterface,"**The current frontier is one field.** S102 (`f6a7985`, HEAD) disassembled `TryUpdateAbilitySystem`, **falsified** the RPC-dispatch-stub theory (the `+0xE0` thunk is a textbook exec-thunk tail-jumping"
0x56BAA00,.text,RawCall1,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x56BA000 is all-zero in this dump (never decrypted),"anchored,bare",6,docs/tutorial-playability-plan.md;tools/sigbypass-mod/tutorial_launch.cpp,PlayerState,"call base+0x56BAA00  (rcx=rdi); cmp eax,0x1e ; if >=30 -> test byte[skill+0x393] -> if !=0 FAIL"
0x56BDF10,.text,PlayerState,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x56BDF10,+0x0,pdata-EXACT,19,0,,,"anchored,bare",8,docs/tutorial-playability-plan.md;tools/sigbypass-mod/tutorial_launch.cpp,LokiPlayerState;CanTestSkill;RawCall1,call base+0x56BDF10  (rcx=result)  -> rdi; if NULL: FAIL     ; ★ resolves the LOCAL HERO / player
0x56BFA00,.text,,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x56BF000 is all-zero in this dump (never decrypted),bare,1,docs/tutorial-playability-plan.md,,rdi=[rsi+0x3D8]; if rdi: 0x54F8E40 al==0=>skip; 0x56BFA00 -> byte[rax+0x5D0]
0x56CC961,.text,LokiCharacterMovementComponent,,,,INTERIOR,NO-NAME-EVIDENCE,0x56CC8D0,+0x91,pdata-EXACT,416,0,,,bare,2,docs/session-81-disconnect-characterized.txt,,+0x5512397 +0x555D723 +0x56CEA46 +0x56CC961 +0x544CF74   (0x54x-0x56x =
0x56CE5F0,.text,ServerSetHeroClass,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x56CE000 is all-zero in this dump (never decrypted),"anchored,bare,labeled",8,docs/coverage-audit-s101.md;docs/session-99-animation-verified.md;git-log;memory/supervive-tutorial-launch-status.md,FUNC_Net;TryUpdateAbilitySystem;OnRep_HeroClass,"**The current frontier is one field.** S102 (`f6a7985`, HEAD) disassembled `TryUpdateAbilitySystem`, **falsified** the RPC-dispatch-stub theory (the `+0xE0` thunk is a textbook exec-thunk tail-jumping"
0x56CEA46,.text,LokiCharacterMovementComponent,,,,UNVERIFIABLE,n/a,,,,,0,,page 0x56CE000 is all-zero in this dump (never decrypted),bare,2,docs/session-81-disconnect-characterized.txt,,+0x5512397 +0x555D723 +0x56CEA46 +0x56CC961 +0x544CF74   (0x54x-0x56x =
0x56E5E30,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x56E5E30,+0x0,pdata-EXACT,102,0,,,labeled,2,docs/lokiassetmanager-vtable-dump.md;git-log,,result). The actual impl is called at **0x7FF664DB5E30 (RVA +0x56E5E30)** —
0x56F0290,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x56F0290,+0x0,pdata-EXACT,79,0,,,bare,3,docs/tutorial-playability-plan.md,,(when [skill+0x390]!=0): call 0x338C990 -> 0x56F0290 -> rdi (NULL:FAIL);
0x5794480,.text,CheckAccountPassChanges,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x5794480,+0x0,pdata-EXACT,83,0,,,"bare,labeled",13,CLAUDE.md;docs/session-83-84-summary.md;docs/session-83-passes-tier-grid-solved.txt;git-log;memory/MEMORY.md;memory/supervive-passes-battlepass-status.md,BattlepassViewManager::CheckAccountPassChanges;BattlepassViewManager;GetAccountTrack,`CheckAccountPassChanges` (`0x5794480`) finds the view model by
0x579454B,.text,,,,,INTERIOR,NO-RECORDED-NAME,0x57944E3,+0x68,pdata-EXACT,166,0,,,bare,1,tools/sigbypass-mod/battlepass_adopt_fix.cpp,,"// Disasm @0x579454B: mov rcx,rsi; call 0x562BC70; test rax,rax; je bail"
0x5794631,.text,,,,LOW,INTERIOR,NO-RECORDED-NAME,0x5794589,+0xA8,pdata-EXACT,254,1,"Mismatch NumStructBasesInChainMinusOne: %d, NumParentStructBasesInChai",no diagnostic string,bare,1,tools/sigbypass-mod/battlepass_adopt_fix.cpp,,// The VM lookup key. Disasm @0x5794631..0x5794652:
0x5794652,.text,,,,LOW,INTERIOR,NO-RECORDED-NAME,0x5794589,+0xC9,pdata-EXACT,254,1,"Mismatch NumStructBasesInChainMinusOne: %d, NumParentStructBasesInChai",no diagnostic string,bare,1,tools/sigbypass-mod/battlepass_adopt_fix.cpp,,// The VM lookup key. Disasm @0x5794631..0x5794652:
0x5794670,.text,,,,LOW,INTERIOR,NO-RECORDED-NAME,0x5794589,+0xE7,pdata-EXACT,254,1,"Mismatch NumStructBasesInChainMinusOne: %d, NumParentStructBasesInChai",no diagnostic string,bare,1,docs/session-83-passes-tier-grid-solved.txt,,"test rax,rax ; je 0x5794670                             ; *** NOT FOUND -> SKIP THE POPULATE ***"
0x5794687,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x5794687,+0x0,pdata-EXACT,50,0,,,bare,1,docs/session-83-passes-tier-grid-solved.txt,,"cookie, and EVERY downstream step is null-checked with a clean bail to 0x5794687. Worst case it"
0x57AB180,.text,FindVM,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x57AB180,+0x0,pdata-EXACT,416,0,,,"bare,labeled",11,CLAUDE.md;docs/session-83-84-summary.md;docs/session-83-passes-tier-grid-solved.txt;git-log;memory/MEMORY.md;memory/supervive-passes-battlepass-status.md,ToString;HuntersJourney;ViewManager,"`P->GetPrimaryAssetId()` (vtbl **+0x1D0**) → `ToString` (`0x12F4230`) → `FindVM` (`0x57AB180`),"
0x57AB3C0,.text,GetIdList,,,,ENTRY-OK,NO-RECORDED-NAME,0x57AB3C0,+0x0,pdata-EXACT,105,0,,,"bare,labeled",17,docs/session-45-crash-capture-tooling-and-gate.txt;docs/session-46-bp-hero-list-filter-FOUND.txt;docs/session-46-pickup.txt;git-log;memory/supervive-hero-roster-blocker.md;tools/sigbypass-mod/probe_r14.cpp,CatalogEntry;GetPrimaryAssetIdList;CatalogManager,"lea rdx,[id]; mov rcx,r14; call +0x57AB3C0      ; PER-HERO LOOKUP into r14"
0x57AB6C0,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x57AB6C0,+0x0,pdata-EXACT,45,0,,,bare,1,docs/session-45-crash-capture-tooling-and-gate.txt,,per-hero lookup fn = +0x57AB3C0 ; r14-producer = +0x57AB6C0 ; r14 singleton getter = +0x565E1C0
0x57B1130,.text,LevelClass,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x57B1130,+0x0,pdata-EXACT,171,0,,,"bare,labeled",10,docs/session-82-passes-battlepass-shim.txt;docs/session-83-passes-tier-grid-solved.txt;memory/supervive-passes-battlepass-status.md;tools/re/battlepass_deep_probe.py,LokiBattlepassLevel;FindFunction;LevelsToDisplay,0x57B1130  level-enumerate (reads VM+0xE8 -> [asset+0xB8] LevelClass; level XP @+0x338)
0x57B9C00,.text,,,,,ENTRY-OK,NO-RECORDED-NAME,0x57B9C00,+0x0,pdata-EXACT,221,0,,,bare,6,docs/session-83-84-summary.md;docs/session-83-passes-tier-grid-solved.txt;memory/MEMORY.md;memory/supervive-passes-battlepass-status.md;tools/sigbypass-mod/battlepass_adopt_fix.cpp,,on that path (the non-account branch's copier `0x57B9C00` zeroes Levels and never calls Init
0x57BB560,.text,LevelsToDisplay,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x57BB560,+0x0,pdata-EXACT,406,0,,,bare,11,CLAUDE.md;docs/session-83-84-summary.md;docs/session-83-passes-tier-grid-solved.txt;memory/MEMORY.md;memory/supervive-passes-battlepass-status.md;tools/sigbypass-mod/battlepass_adopt_fix.cpp,AccountPass,`0x57BB560`). Shim default `kArmSeasonal=false`. The real blocker is whatever drives the tab strip.
0x57BB700,.text,IsCatalogDataReady,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x57BB700,+0x0,MED-heuristic,64,0,,,"bare,labeled",14,docs/session-47-tile-widget-FOUND.txt;docs/session-48-pickup.txt;docs/session-49-pickup-selected-hunter-click-routing.txt;docs/session-51-readygate-storefront-flag.txt;git-log;memory/supervive-hero-roster-blocker.md,CatalogManager;CatMgr;IsHidden,"IsCatalogDataReady impl (+0x57BB700, called via exec thunk +0x5260DD0) returns TRUE only if ALL FIVE bytes"
0x57BB722,.text,IsCatalogDataReady,,,,INTERIOR,NO-NAME-EVIDENCE,0x57BB700,+0x22,MED-heuristic,64,0,,,"bare,labeled",15,docs/session-47-tile-widget-FOUND.txt;docs/session-48-pickup.txt;docs/session-49-pickup-selected-hunter-click-routing.txt;docs/session-50-pickup-mainmenu-refresh.txt;git-log;memory/supervive-hero-roster-blocker.md,NOPs;CatMgr;IsHidden,"scan + NOP the jz at +0x57BB722 so the 5th flag is ignored) -> grid populates (screenshot-verified, PID 69684)."
0x57BBFCE,.text,,,,,INTERIOR,NO-RECORDED-NAME,0x57BBFA0,+0x2E,MED-heuristic,48,0,,,bare,2,docs/session-82-passes-battlepass-shim.txt;memory/supervive-passes-battlepass-status.md,,"tail: if BPIM+0x50 < BPIM+0x58 (target, hardcoded =1 at factory 0x57BBFCE) -> re-arm (0x57D84F0)."
0x57BF050,.text,,,,LOW,ENTRY-OK,NO-RECORDED-NAME,0x57BF050,+0x0,pdata-EXACT,248,1,NewObject with empty name can't be used to create default subobjects (,no diagnostic string,bare,2,docs/session-82-continue-prompt.txt;docs/session-82-passes-battlepass-shim.txt,,(C) Or RE the build-time +0xE8 resolver (near 0x57BF050) so the game's own build binds the asset
0x57C0000,.text,CurrentPublishedProgressionTracks,UPlatformInventoryManager::<binds OnSessionStateChanged>,UPlatformInventoryManager,CLASS-ONLY,INTERIOR,CLASS-ONLY-EVIDENCE,0x57BFF50,+0xB0,pdata-EXACT,1803,4,&UPlatformInventoryManager::OnLoginStateChanged | &UPlatformInventoryManager::OnClientConfigUpdated | &UPlatformInventoryManager::OnSessionStateChanged | NewObject with empty name can't be used to create default subobjects (,"all 3 qualified refs are &delegate literals -- class certain, method NOT the enclosing fn",bare,1,memory/supervive-passes-battlepass-status.md,,"battlepass cluster 0x57C0000-0x57E2000). Diagnostic string ""CurrentPublishedProgressionTracks has no"
0x57C1490,.text,OnError,,,,ENTRY-OK,NO-RECORDED-NAME,0x57C1490,+0x0,pdata-EXACT,49,0,,,bare,1,memory/supervive-passes-battlepass-status.md,,"0x57D84F0, not OnError's 0x57C1490). Enum short-forms SEASON_PASS/PROGRESSION_TRACK/PUBLISHED verified to"
0x57C1A00,.text,OnSuccess,,,,ENTRY-OK,NO-NAME-EVIDENCE,0x57C1A00,+0x0,pdata-EXACT,31,0,,,bare,2,docs/session-82-passes-battlepass-shim.txt;memory/supervive-passes-battlepass-status.md,OnError,cancel retry timer (0x57C1A00);
