t_sec,t_wall,LocX,LocY,LocZ,VelX,VelY,VelZ,AccX,AccY,AccZ,CIV1x,CIV1y,CIV1z,CIV2x,CIV2y,CIV2z,CIV3x,CIV3y,CIV3z,CIVmaxMag2D,Mode,GravScale,AnalogMod,AirCtl,AirCtlBoost,AirCtlThr,FallLatFr
61.828,1788986349.161,-776.067,-1472.570,90.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
61.942,1788986349.275,-776.067,-1472.570,90.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
62.059,1788986349.392,-776.067,-1472.570,90.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
62.175,1788986349.509,-776.067,-1472.570,90.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
62.292,1788986349.625,-776.067,-1472.570,90.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
62.395,1788986349.728,-776.067,-1472.570,90.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
62.497,1788986349.831,-766.392,-1472.570,90.150,487.000,0.000,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
62.617,1788986349.950,-708.410,-1472.570,90.150,487.000,0.000,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
62.720,1788986350.053,-676.310,-1476.624,90.150,15.229,-168.558,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
62.823,1788986350.156,-673.496,-1507.777,90.150,36.579,-404.859,0.000,50000.000,0.001,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
62.925,1788986350.258,-673.916,-1502.759,90.150,-5.002,55.359,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
63.033,1788986350.366,-673.418,-1508.111,90.150,-12.183,134.846,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
63.150,1788986350.483,-673.550,-1506.654,90.150,-1.774,19.639,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
63.253,1788986350.587,-673.342,-1510.016,90.150,-14.677,-94.218,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
63.357,1788986350.690,-673.329,-1509.091,90.150,4.783,-52.943,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
63.459,1788986350.792,-673.260,-1509.857,90.150,0.000,0.000,0.000,50000.000,0.001,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
63.566,1788986350.900,-673.260,-1509.857,90.150,0.000,0.000,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
63.669,1788986351.002,-673.260,-1509.857,90.150,0.000,0.000,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
63.800,1788986351.133,-673.260,-1509.857,90.150,0.000,0.000,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
63.903,1788986351.236,-673.260,-1509.857,90.150,0.000,0.000,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
64.005,1788986351.339,-673.260,-1509.857,90.150,0.000,0.000,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
64.109,1788986351.443,-673.260,-1509.857,90.150,0.000,0.000,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
64.217,1788986351.550,-673.260,-1509.857,90.150,0.000,0.000,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
64.320,1788986351.653,-673.260,-1509.857,90.150,0.000,0.000,0.000,50000.000,0.001,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
64.422,1788986351.756,-673.260,-1509.857,90.150,0.000,0.000,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
64.525,1788986351.859,-673.260,-1509.857,90.150,0.000,0.000,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
64.633,1788986351.966,-673.260,-1509.857,90.150,0.000,0.000,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
64.736,1788986352.069,-673.260,-1509.857,90.150,0.000,0.000,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
64.850,1788986352.183,-673.260,-1509.857,90.150,0.000,0.000,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
64.953,1788986352.286,-673.260,-1509.857,90.150,0.000,0.000,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
65.057,1788986352.391,-673.260,-1509.857,90.150,0.000,0.000,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
65.166,1788986352.499,-673.260,-1509.857,90.150,0.000,0.000,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
65.274,1788986352.608,-673.260,-1509.857,90.150,0.000,0.000,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
65.391,1788986352.724,-673.260,-1509.857,90.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
65.493,1788986352.826,-679.035,-1509.857,90.150,-487.000,-0.000,0.000,-50000.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
65.607,1788986352.941,-733.985,-1509.857,90.150,-487.000,-0.000,0.000,-50000.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
65.710,1788986353.043,-768.463,-1509.857,90.150,-79.507,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
65.824,1788986353.157,-769.290,-1509.857,90.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
65.933,1788986353.266,-791.418,-1509.857,90.150,-487.000,-0.000,0.000,-50000.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
66.040,1788986353.374,-832.477,-1542.078,90.150,-344.385,-344.337,0.000,-35355.339,-35355.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
66.166,1788986353.499,-875.733,-1585.335,124.471,-332.157,-332.157,679.409,0.000,-50000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
66.282,1788986353.615,-912.136,-1621.737,192.562,-304.807,-304.806,511.283,0.000,-50000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
66.385,1788986353.719,-941.767,-1651.369,236.684,-282.546,-282.546,362.892,0.000,-50000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
66.507,1788986353.840,-975.277,-1684.878,270.421,-257.373,-257.373,180.290,0.000,-50000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
66.610,1788986353.943,-1000.979,-1710.580,281.216,-238.062,-238.062,27.694,0.000,-50000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
66.712,1788986354.045,-1023.419,-1733.020,276.898,-221.199,-221.199,-116.021,0.000,-50000.000,0.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.0000,3,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
66.814,1788986354.147,-1045.568,-1755.169,256.855,-204.552,-204.552,-269.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
66.940,1788986354.273,-1070.201,-1779.802,211.184,-186.046,-186.046,-454.598,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
67.042,1788986354.375,-1079.722,-1789.323,239.174,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
67.174,1788986354.507,-1079.722,-1789.323,239.174,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
67.276,1788986354.610,-1029.688,-1789.323,224.522,457.716,0.000,-121.350,35355.339,-35355.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,-1.000,0.000,1.4142,3,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
67.407,1788986354.741,-978.245,-1808.201,240.178,345.191,-343.529,0.000,35355.339,-35355.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
67.510,1788986354.843,-973.453,-1857.279,240.178,0.039,-487.000,0.000,0.000,-50000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
67.631,1788986354.965,-973.453,-1914.908,240.178,0.000,-487.000,0.000,0.000,-50000.000,0.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
67.765,1788986355.098,-973.453,-1981.026,240.178,0.000,-487.000,0.000,0.000,-50000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
67.868,1788986355.202,-975.812,-2030.589,240.178,-248.973,-418.547,0.000,-35355.339,-35355.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
67.998,1788986355.331,-1020.044,-2076.315,240.178,-344.361,-344.361,0.000,-35355.339,-35355.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
68.101,1788986355.434,-1056.004,-2112.275,240.178,-344.361,-344.361,0.000,-35355.339,-35355.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,-0.000,1.4142,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
68.204,1788986355.538,-1090.445,-2146.716,240.178,-344.361,-344.361,0.000,-35355.339,-35355.339,0.000,-1.000,-1.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.4142,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
68.332,1788986355.665,-1135.509,-2191.780,240.178,-344.361,-344.361,0.000,-35355.339,-35355.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
68.435,1788986355.768,-1170.043,-2226.314,240.178,-344.361,-344.361,0.000,-35355.339,-35355.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
68.556,1788986355.890,-1211.663,-2267.934,240.178,-344.361,-344.361,0.000,-35355.339,-35355.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
68.659,1788986355.992,-1248.055,-2304.325,240.178,-344.361,-344.361,0.000,-35355.339,-35355.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
68.762,1788986356.095,-1282.548,-2338.819,240.178,-344.361,-344.361,0.000,-35355.339,-35355.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
68.890,1788986356.223,-1327.102,-2383.373,240.178,-344.361,-344.361,0.000,-35355.339,-35355.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
68.993,1788986356.326,-1361.881,-2418.152,240.178,-344.361,-344.361,0.000,-35355.339,-35355.339,0.000,-1.000,-1.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.4142,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
69.115,1788986356.448,-1403.389,-2459.660,240.178,-344.361,-344.361,0.000,-35355.339,-35355.339,0.000,-1.000,-1.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.4142,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
69.219,1788986356.552,-1439.865,-2496.136,240.178,-344.361,-344.361,0.000,-35355.339,-35355.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
69.321,1788986356.655,-1475.686,-2531.957,240.178,-344.361,-344.361,0.000,-35355.339,-35355.339,0.000,0.000,0.000,0.000,-1.000,-1.000,-0.000,0.000,0.000,0.000,1.4142,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
69.448,1788986356.781,-1517.833,-2574.104,316.529,-315.934,-315.934,581.402,35355.339,-35355.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
69.550,1788986356.884,-1548.130,-2604.401,367.113,-293.174,-293.174,435.100,35355.339,-35355.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
69.673,1788986357.006,-1583.008,-2639.279,409.922,-266.973,-266.973,251.902,0.000,-50000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
69.776,1788986357.109,-1609.620,-2665.891,428.131,-246.980,-246.980,99.596,0.000,-50000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
69.880,1788986357.213,-1633.780,-2690.051,430.663,-228.831,-228.831,-49.757,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
69.983,1788986357.316,-1657.107,-2713.378,417.119,-211.308,-211.308,-205.658,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
70.086,1788986357.419,-1677.817,-2734.088,388.564,-195.745,-195.745,-355.313,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
70.215,1788986357.548,-1702.090,-2758.361,329.861,-177.511,-177.511,-546.656,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
70.323,1788986357.656,-1720.574,-2776.845,261.948,-163.626,-163.626,-706.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,3,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
70.425,1788986357.759,-1729.538,-2785.808,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
70.531,1788986357.864,-1729.538,-2785.808,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
70.634,1788986357.968,-1729.538,-2785.808,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
70.738,1788986358.071,-1729.538,-2785.808,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
70.864,1788986358.197,-1694.712,-2803.186,240.178,345.532,-343.186,0.000,35355.339,-35355.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
70.966,1788986358.300,-1646.284,-2810.804,240.178,487.000,-0.073,0.000,50000.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,1.0000,0.0150,2.0000,25.0000,0.3750
71.097,1788986358.431,-1586.819,-2810.805,240.178,226.125,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
71.200,1788986358.533,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
71.330,1788986358.664,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
71.433,1788986358.766,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
71.555,1788986358.889,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
71.663,1788986358.997,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
71.767,1788986359.100,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
71.888,1788986359.221,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
71.990,1788986359.324,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
72.093,1788986359.426,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
72.222,1788986359.555,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
72.324,1788986359.657,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
72.455,1788986359.788,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
72.558,1788986359.891,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
72.661,1788986359.994,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
72.788,1788986360.121,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
72.891,1788986360.224,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
73.021,1788986360.354,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
73.143,1788986360.476,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
73.245,1788986360.578,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
73.347,1788986360.681,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
73.450,1788986360.784,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
73.553,1788986360.886,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
73.656,1788986360.989,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
73.759,1788986361.092,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
73.880,1788986361.213,-1581.520,-2810.805,240.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,1.0000,0.0000,0.0150,2.0000,25.0000,0.3750
